,Mevsimlik Ürünler Hariç TÜFE,TÜFE B,TÜFE C,TÜFE D,TÜFE E,TÜFE F,Mallar,Enerji,Gıda ve alkolsüz içecekler,Taze meyve ve sebze,İşlenmemiş gıda,Diğer işlenmemiş gıda,İşlenmiş Gıda,Ekmek ve tahıllar,Diğer işlenmiş gıda,Enerji ve gıda dışı mallar,Temel mallar,Giyim ve ayakkabı,Dayanıklı Mallar (altın hariç),Diğer Temel Mallar,"Alkollü içecekler, tütün ve altın",Hizmet,Kira,Lokanta ve oteller,Ulaştırma hizmetleri,Haberleşme hizmetleri,Diğer hizmetler
2025-02-28,3.343322193534326,3.7596905952504533,3.114436542348953,3.8927374317399455,3.3998316354479696,3.3497256905734574,3.606117661758823,4.687495577400114,3.424605058506658,0.32178885874731833,-6.6418816427537,0.15523625652968942,6.183940142110078,7.715163726343999,5.423977212226316,3.385187759785624,3.7518099938773197,4.509273205853304,1.667145633070377,7.324073386537755,0.8750570895118104,2.3516908971908723,4.220782643345133,3.5612199213409523,5.111877271290766,-1.3700262441556754,-0.9286207184273421
2025-03-31,3.2131403891742405,2.6184154196554177,2.8773451219970214,2.250059573706009,3.1828481555658206,3.8221285438039043,3.7920848901487725,0.06917912296815487,5.117009754623347,9.215161173712394,16.149148179003593,4.392065535197487,1.6737259148557282,1.0969923027121187,1.9661859388731218,4.004376672943177,3.245989771358926,6.590836512095644,1.1872597770621551,3.873407552383523,9.344856052826112,2.4301527759433172,3.6610983570642075,1.0735711278161197,-1.5934962350205417,-2.2837859713732978,5.97126437795279
2025-04-30,2.395786629624075,2.170181872939314,2.3138880939514994,2.4607790561369303,2.3891451320550816,2.0668966649381115,2.1321756536342384,4.22511247423758,1.7894640449029442,1.9554345398020923,-1.640732836502412,4.738550395512342,1.6396716016147783,1.707479845731763,1.6055793403914276,1.718990466713377,1.7892167433096517,1.126056623492122,2.5726678567407957,0.9763676664453103,1.2520474373367563,2.9554213123981876,4.304349252975448,4.201151854010132,10.046711356484206,-3.5407054805593807,0.58434857966978
2025-05-31,1.3271497298875001,1.99584428094155,2.2099483548124965,2.00968809617994,1.4227289329080017,1.3319229159798551,0.914830362367125,2.0920823354500406,-0.3910242126241692,-2.1486542327439517,-5.549800514802195,0.323214620839507,1.200208154506699,0.661338512209042,1.4714098271075615,1.5800202620159132,1.7152435672115551,-0.025540070044149932,2.595158330763714,1.8381198568022672,0.6761340546549199,2.8079886734835746,3.59971936810235,4.671679792287886,1.2772705172363619,0.005503952456353822,0.05468976756437538
2025-06-30,1.4882479644793722,1.6913515707487559,1.9608922411852525,1.7522011563326778,1.3461097191087124,1.2757086741420398,0.5433351467255099,2.1140182608571534,-0.21158412847867014,-1.2297784773683929,-4.947282040479884,1.3138457180648766,0.6797124143414157,1.7568679411968935,0.14193065642733593,0.6115886318365682,0.6635224835025877,0.4865069754027562,0.8531287932594278,0.4726261101054785,0.26085916207700954,3.512590603026844,4.590043389570941,3.682922295320723,11.51211505283789,0.038207870407513944,1.3668403660316963
2025-07-31,2.6719965075286067,2.0834292694618117,2.145288420620095,2.640141836220389,2.2052799949132007,1.977228653189611,1.9938722325587799,5.936703068788285,0.7003576171809245,-0.6363809757043315,-1.6967990870061955,0.044348301595498185,1.8483052791171684,3.3147777140946966,1.1043457217800423,1.655997781204066,1.203548210689287,0.6085339151719271,1.721587213756104,0.7947206837839227,4.723837086497706,3.2406401324267975,5.2686019609664125,2.3852012235469067,4.6630081874925455,0.17416968325800752,2.469649545333974
2025-08-31,2.0897424354926697,1.9620451434138708,1.7712131677469545,1.7908898633195447,1.7490696531337946,2.0513474377105156,1.6035939248192355,0.8142617500747518,2.1320928314661147,1.4667786638481006,2.481286698257801,0.8268554226179781,2.689504386010877,2.415930920956111,2.831325867267842,1.4730273457872034,0.7895069977517544,-3.7856575001299797,2.9882337163619654,1.150310169481128,5.951852077169528,2.890519725646512,3.5081328623481234,4.003915400198199,-0.3846082213131985,2.206490492231672,0.9538870963202717
2025-09-30,2.601235894731002,2.9544234294173854,2.9365181609731783,2.6886067174682227,2.6874570840637046,2.7841025447833623,1.7916336531883292,1.154562896955924,2.8669950563534385,2.679672145004397,0.6620497119258939,3.97321445233898,3.0220686706490696,2.84461737650914,3.1136884619765937,1.169879924324091,1.1818135360717186,1.3558664649675034,1.2390202215901924,0.8918233249278762,1.0954939095140448,4.89631705579594,4.801648422266114,1.4754637643573876,-1.616705530348328,2.0431272721823213,13.973664472812564
2025-10-31,2.3664596735340826,3.2996199228437773,2.975718282331208,2.958595962156063,3.0717767500740623,3.21610002701207,3.6194343187477607,0.9555085075375835,4.213054655690351,3.838266486405062,5.864248289232821,2.580730047171853,4.522288550614673,5.3532256066132655,4.094387356116269,4.095829878467061,4.199178275830717,12.223776297051892,1.7556864887821044,1.2057706870194584,3.451076249522367,1.6576452351730664,3.1456211443673165,0.8478245393337636,-1.5749466976631266,-0.05672435104079332,1.9427303614778957
2025-11-30,1.0995971617971279,1.0123303945711593,0.6658509637520238,1.1162928879055345,1.038568820978858,1.1517309105441687,0.9319036983164164,1.741120777803773,1.4971642380655625,0.5166603688754545,1.7759246791257732,-0.28999023911323585,2.3008736387273965,2.206861767140711,2.3498716658810537,0.19634928382379346,-0.26906610681889376,-1.0048819627971106,0.14689375375684932,-0.3132584630410218,3.120906150609337,1.6982487026937276,3.236752146385524,0.5300216404714009,4.8347800753342,2.2630452397831125,0.34283687372287375
