,Web TÜFE
2025-07-20,100.58179529304005
2025-07-21,100.68486069358842
2025-07-22,100.82711042079004
2025-07-23,100.86859986928503
2025-07-24,100.92751236001568
2025-07-25,100.97992501047092
2025-07-26,101.09590178537287
2025-07-27,100.97238607908557
2025-07-28,101.03759407703502
2025-07-29,101.1801253313534
2025-07-30,101.23725225671004
2025-07-31,101.43460262939828
2025-08-01,101.6404401403243
2025-08-02,101.64268679976068
2025-08-03,101.66541692850276
2025-08-04,101.79589001661668
2025-08-05,102.06606109830794
2025-08-06,102.02364982425284
2025-08-07,102.00662465705996
2025-08-08,102.15028775395388
2025-08-09,102.1583569789656
2025-08-10,102.17290659052962
2025-08-11,102.17905430893028
2025-08-12,102.16326509526996
2025-08-13,102.38466251526506
2025-08-14,102.45305780087686
2025-08-15,102.5308820461602
2025-08-16,102.3790936634974
2025-08-17,102.41668817491627
2025-08-18,102.47692393430458
2025-08-19,102.62773104843228
2025-08-20,102.6741399015092
2025-08-21,102.83108935645224
2025-08-22,102.6770788551566
2025-08-23,102.73455568286803
2025-08-24,102.7829894458384
2025-08-25,103.48692310775849
2025-08-26,103.41842565735026
2025-08-27,103.5029163518002
2025-08-28,103.65406188111488
2025-08-29,103.61409920832897
2025-08-30,103.53326487973474
2025-08-31,103.5596388591398
2025-09-01,104.0748929916812
2025-09-02,104.24415156050568
2025-09-03,104.3706694057752
2025-09-04,104.5015980377565
2025-09-05,104.4504403547516
2025-09-06,104.45186291982792
2025-09-07,104.3427570344467
2025-09-08,104.4111822027606
2025-09-09,104.61548775169952
2025-09-10,104.8335316238604
2025-09-11,104.95619645815388
2025-09-12,104.91165741595736
2025-09-13,104.78273256045983
2025-09-14,104.93518273221714
2025-09-15,105.17653177658092
2025-09-16,105.3843073562331
2025-09-17,105.4893979611747
2025-09-18,105.6351745997995
2025-09-19,105.63394405555424
2025-09-20,105.50858060188332
2025-09-21,105.4634119340325
2025-09-22,105.47862372313828
2025-09-23,105.54810335294124
2025-09-24,105.55004862361298
2025-09-25,105.78511648328984
2025-09-26,105.5633096831276
2025-09-27,105.57534158580827
2025-09-28,105.6315716358408
2025-09-29,105.8835971567414
2025-09-30,105.9355205509938
2025-10-01,107.17517456873357
2025-10-02,107.39870523759386
2025-10-03,107.71851785097373
2025-10-04,107.94086089240253
2025-10-05,107.87664871968477
2025-10-06,107.992089295093
2025-10-07,107.97879882522682
2025-10-08,107.83351809358962
2025-10-09,107.9553021204451
2025-10-10,108.01938556702316
2025-10-11,107.9625896118368
2025-10-12,107.90491565127458
2025-10-13,107.92283418059488
2025-10-14,108.27088708538524
2025-10-15,108.35451972750468
2025-10-16,108.5226743678244
2025-10-17,108.577223350817
2025-10-18,108.53800462437958
2025-10-19,108.49187387089832
2025-10-20,108.67010689832492
2025-10-21,108.80993050920809
2025-10-22,108.83741664369263
2025-10-23,108.90684739209664
2025-10-24,108.90771043653972
2025-10-25,108.95038163708826
2025-10-26,108.88385755168775
2025-10-27,109.09450711190308
2025-10-28,109.15164032390793
2025-10-29,109.26339726013566
2025-10-30,109.36330400884718
2025-10-31,109.34223182548192
2025-11-01,109.6235890773336
2025-11-02,109.52274708111672
2025-11-03,109.51946521848517
2025-11-04,109.53009415758687
2025-11-05,109.52797639216034
2025-11-06,109.626188965555
2025-11-07,109.5424076664838
2025-11-08,109.2669102966688
2025-11-09,109.20635436934327
2025-11-10,109.41064963631838
2025-11-11,109.4197833014695
2025-11-12,109.50373917391788
2025-11-13,109.44535627062184
2025-11-14,109.39269366495934
2025-11-15,109.30596947290772
2025-11-16,109.25195912101692
2025-11-17,109.33863432472926
2025-11-18,109.38047708255128
2025-11-19,109.36859827716869
2025-11-20,109.50461510849983
2025-11-21,109.39406287217396
2025-11-22,109.31988898455866
2025-11-23,109.25178518769717
2025-11-24,109.4109076233752
2025-11-25,109.57548852978428
2025-11-26,109.53457596122738
2025-11-27,109.463748192814
2025-11-28,109.64511364780508
2025-11-29,109.80990271600083
2025-11-30,109.73615545834691
2025-12-01,110.10453394759136
2025-12-02,110.01798575031658
2025-12-03,109.86416793356024
2025-12-04,110.2973759439036
2025-12-05,110.2359927215412
2025-12-06,110.20684171932436
2025-12-07,110.12180940993532
2025-12-08,110.37842185189076
2025-12-09,110.3167878316414
2025-12-10,110.51090834755468
2025-12-11,110.6700507787153
2025-12-12,110.60906195190232
2025-12-13,110.41362240208348
2025-12-14,110.37938154378818
2025-12-15,110.71867530173044
2025-12-16,110.73591477090788
2025-12-17,110.8096837094495
2025-12-18,110.78370336097598
2025-12-19,110.83603698542534
2025-12-20,110.7970672233416
2025-12-21,110.72025606432862
2025-12-22,111.03660935706796
2025-12-23,111.10701002444254
2025-12-24,111.4045145948348
2025-12-25,112.6536682734344
2025-12-26,112.80961066341972
2025-12-27,112.87290759867948
2025-12-28,113.01170180924368
2025-12-29,113.30301563347936
2025-12-30,113.48699937106792
2025-12-31,113.51524656396386
2026-01-01,113.9603106359866
2026-01-02,114.47936674982842
2026-01-03,114.78080973234349
2026-01-04,114.58664494235175
2026-01-05,114.87116748696954
2026-01-06,114.80043915118556
2026-01-07,115.0878310035184
2026-01-08,115.4170952292478
2026-01-09,115.57576063792384
2026-01-10,115.56825607432847
2026-01-11,115.55748272793996
2026-01-12,115.78671167553745
2026-01-13,116.26588103290123
2026-01-14,116.66377348594752
2026-01-15,116.95732824592554
2026-01-16,117.19173024362748
2026-01-17,117.0896930079213
2026-01-18,116.99630139900424
2026-01-19,117.35219272288734
2026-01-20,117.3436728132201
2026-01-21,117.66142500125896
2026-01-22,117.86760830248288
2026-01-23,118.11652571335712
2026-01-24,118.26399895356629
2026-01-25,118.03688762075012
2026-01-26,118.54611189977112
2026-01-27,118.88474038011584
2026-01-28,119.24717954640946
2026-01-29,119.48027107219283
2026-01-30,119.71235673869153
2026-01-31,120.05829780022276
2026-02-01,119.09803486065437
2026-02-02,119.09599796498992
2026-02-03,119.17331904335254
2026-02-04,119.25726690304546
2026-02-05,119.44299125446166
2026-02-06,119.60812142466048
2026-02-07,119.68669013634324
2026-02-08,119.70861115610516
2026-02-09,119.53513829118648
2026-02-10,119.45465677897997
2026-02-11,119.7025037509592
2026-02-12,119.80836061850528
2026-02-13,119.71377459635052
2026-02-14,119.94715414898438
2026-02-15,120.48795482159132
2026-02-16,120.29451114059506
