,Madde,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31,2026-02-28
107,Hırka (Kadın için),2.5483228406190106,6.6367098481400655,0.5046478865532666,-0.3675510978007668,0.7246859402672001,0.8126243621892959,-3.000610325028119,0.2567812332694208,68.80124449617828,-0.3022309304398729,-4.820675589728108,1.1056358729919724,-2.667393005752283
108,Ispanak,-0.043651854806703305,8.943224307563181,-16.841180032370605,-22.140367980976194,-9.490778801977374,5.645176095977478,2.4020751569933774,9.591785089955994,111.98486173131994,-11.529300648464613,-6.750633411610341,51.78000285799298,11.133694668583294
109,Kabak,-17.62090716891116,20.431405573595775,2.94334069168507,-5.795084648088533,-1.7706231536793737,-8.817594095988845,-2.7641173880496805,19.004274465906068,21.449028610314457,-1.343470415393866,9.86875687073323,40.48219442444028,27.19393604468241
110,Kabak Çekirdeği,5.597191367506649,1.7114967050076757,0.11765551516065287,0.4219507055093441,2.46497097127627,1.1899377549335899,1.5276347771519871,3.376085266929585,1.0324964470912912,3.3243086872356997,-0.16720386400317366,2.404493780405459,1.2963831127150605
111,Kaban (Erkek için),3.9380006861495565,3.96503972157789,1.4002428141745016,0.030357316734241913,1.3166357761236425,1.868107190548618,-4.410383196651935,1.5733510474592816,43.774011961529304,-0.267027931249908,0.8635247317231087,0.41507289449636,-0.5342375046648529
112,Kaban (Kadın için),1.5764144339083686,5.348202221745035,-1.705374078558286,-0.3675510978008889,0.7246859402672001,0.812624362189518,-3.0006103250280636,0.271425334247799,54.431376789967764,-0.8299691593082859,1.885207857118787,0.7322537005288288,-1.0788234004311004
113,Kaban Anorak (Çocuk için),5.066709041507966,5.5575156536770365,2.4579741415842404,1.1748774100849735,-0.2613781080910149,-0.6849954961790528,-4.07406600081509,2.4493488203973346,63.71772665960111,-2.753641338501256,4.267722095866033,2.6362164009321676,-4.952359305613974
114,Kabartma Maddeleri,4.467158795082082,0.5298288523894579,0.7109920272991177,-0.4652542294884432,0.2144575405355953,6.012471879122705,1.7563631312156103,-1.9784097476027052,0.24516991699843338,4.0039096266375696,1.1631597544154104,2.328235024633085,0.8852394313809575
115,Kadın Berberi,3.9035938592681285,17.53058674568484,-9.894262116577613,5.355306031811979,11.69622231945655,1.4444233402352458,1.9340999966336314,5.699343917010502,0.7169574333481421,0.0,0.09455792146932929,16.793590181434293,4.341587556954229
116,Kahve,4.389628260691758,4.594692385347465,3.1788125672900236,3.3839825394418543,2.5604172463028263,0.6345454530934713,1.003458072258434,2.6390548094752164,3.6055353918410304,2.749105234840621,2.5269489198642026,2.789927586968255,2.8526518317817384
117,Kakao,9.704430908194173,5.280570020329467,0.7329553565606828,0.3792512303301576,0.3787906114565365,12.066212806302401,6.701404473193828,-0.7576801378582299,4.648359118291334,7.430586484659374,0.016016628324888593,0.9477737441987433,-2.2612060398428335
118,Kakaolu Toz İçecekler,0.0,0.0,0.0,-0.26764037342197344,1.9435098555889319,-1.927613113202975,-1.0758782710513226,-3.190853091744017,6.746946913534946,-1.6556250259811556,5.450932591981172,0.0,
119,Kalem,8.36986877065038,4.608454144980145,-0.11613531992091808,0.2077389549638431,0.3057958283152251,0.9385627152551423,0.48311770469207094,1.0060484890634047,1.0156388636856306,-1.2508445355320141,2.41208090791738,3.181205648688823,1.7149979321955167
120,"Kapı Aksesuarları (Anahtar, Kilit)",4.599228742292216,2.1890271144538564,-0.2150800920222351,-0.543520787002405,1.6159339032682407,2.054266334174182,0.9090186555617441,0.6945773124299892,1.3868468266433176,-0.522099370864082,0.9789777764422025,2.156454317626788,3.865679433663083
121,Kargo Gönderme Ücreti,12.422569139347917,-0.024672693029825776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.100000305348246,0.0
122,Karnabahar,1.2053341980354126,0.9835256812447124,-9.039829458202087,-22.14036798097633,-9.490778801977074,5.645176095977278,2.4020751569933108,9.591785089956106,229.9876008620644,-50.174444592126235,-39.9546052419116,20.06800135394713,26.285203909567777
123,Karpuz,7.507167244398083,13.914976072861919,9.767724734980465,14.99722410489952,-14.522161918755605,-43.701855801601795,-0.6885036182280202,7.514119364132488,0.08227102992652835,10.300444946854736,-5.8996238477459055,3.19128524465202,2.8505406278092837
124,Kavun,7.507167244397905,13.914976072861895,9.767724734980598,14.997224104899566,-2.4887506809317506,-12.395723329900243,-16.428404164033328,15.040883615469314,5.3943294364581895,14.722869816845186,-5.899623847745472,3.191285244652331,2.8505406278090506
125,Kazak (Erkek için),4.189739180321483,6.104794895557997,0.30962131286116357,0.030357316734308526,1.3166357761236203,1.8681071905485513,-4.410383196651868,1.5733510474591705,68.74118957060635,-4.292525826020843,-2.8611939872888903,0.13082058182307676,-5.563445450314797
126,Kazak (Kadın için),3.940448169210309,7.567984050277832,0.46798929254803223,-0.3675510978009555,0.7246859402670447,0.8126243621894513,-3.00061032502823,0.27142533424791004,68.66544233914085,-2.0081747268112737,-3.1310561875844023,-0.42892922898393193,-4.55177991942905
127,Kazak (Çocuk için),3.848956987299257,4.257010366558789,2.767811876257875,1.1748774100849069,-0.26137810809109263,-0.6849954961790417,-4.074066000815257,2.449348820397157,33.40600144396433,-6.2235764821629065,1.7003141605202554,-3.5736497577238957,-4.531842464810615
128,Kağıtlı Şeker,2.6004663573704567,-0.1294167491424969,6.003315112462881,2.0351958823827454,-4.072650207037276,-3.0232506438630846,-3.835044228872775,6.517094646321198,5.589739669137184,1.078314988893525,1.4537576951656694,-0.3682845520798894,3.7164486276608066
129,Kaşar Peyniri,9.17352904344333,2.0063228987091897,0.25430200749954057,-0.046218806977027516,-0.1521489538008236,-0.9159377827365978,3.1575093381983166,1.4986339922232972,4.8798887717226735,2.4840282740068886,7.600074466173079,3.9901421737960963,8.013564233917291
130,"Kaşık, Çatal, Bıçak Takımı (Çelik)",4.539418705622911,4.768074430875124,0.7139504195612156,0.1340107424281589,-0.3929723636675764,-0.3060583181904386,1.0902910301223478,1.3193596463925594,0.2311111907178809,-2.0842191125334475,1.5132932652898168,3.4245495152215533,2.015528132899158
131,Kebaplar,6.0659882736588955,5.857463520623596,2.5763403126014772,-0.26184030440145056,0.7957874762624106,1.3825931041502315,3.3390169447135687,14.447660744068735,2.377422147112185,2.467080693520951,1.0491077636444635,3.6503960599021834,3.022949226569638
132,Kek,6.269762748112773,1.0721332643196746,0.22757791359997448,3.6586273361060906,2.6389950777001125,0.7434803691397596,3.192152916554458,-0.41507210477665923,3.851658946117986,2.013781296588979,2.049041294349485,3.259867580640985,2.131053097307567
133,Kemer,4.6617732020433955,1.8473921880323374,0.1794744602038545,0.7518464490168686,0.79709358623683,-0.12536685854540597,-7.012006325549869,0.24453191784392647,2.272185155133344,3.7490958056033863,0.32489848269940946,1.1967932462216613,1.512376224040357
134,Kesme Şeker,0.4258643108948412,3.0090480614106463,2.5409695366477747,1.6976222570172395,1.4047066481812642,0.9134089199109852,0.3234263612697408,0.3857551540375592,1.4819190178597896,1.590596360731733,0.02653072066554074,-0.29162266589335406,0.2901440689174195
135,Ketçap,3.29328882902431,2.7944163632183328,3.7518494196964625,-0.5078721450385904,-0.5726600608855437,4.403364325926273,6.185410737487307,5.429446912200442,6.62868127883105,0.029538645137261454,1.0343462907209444,5.285391209204926,2.77620244295953
136,Kiracı Tarafından Ödenen Gerçek Kira,4.220782643345156,3.6610983570642297,4.3043492529754035,3.5997193681023942,4.590043389570919,5.268601960966368,3.5081328623480568,4.801648422266025,3.145621144367361,3.2367521463856797,2.227428177286428,7.307826132382744,3.104720881407963
137,Kivi,3.142581638832209,16.60524196584847,6.773919348036861,9.499800445026473,-3.0507980235541132,-9.548242165625876,1.4554122311052575,1.1891364971521101,-3.61466174999332,13.637162527066948,-0.07448032096604162,8.474687142119187,0.8073078462902505
138,Klima,1.5001835627592275,1.100209714329492,0.9259472120157763,2.0320080224209613,-0.2576521082336303,0.24097672239007384,0.8264471838849818,-1.050126459939904,-0.026575286261498743,-0.04407278022097172,0.525861385258497,2.4257231886594566,0.9671278765109759
139,Kola,6.657917310229666,1.3822507861938504,0.5482591927223002,3.154943253374576,5.098261421643491,1.9338913032709737,3.4054205577938923,7.697965841351673,2.33461003198987,1.8747299190734479,2.9612686054938386,1.7485108810726846,2.503338591926152
140,Kolonya,4.837764207532436,2.4620211695542293,0.5531288244323918,1.653993420099531,0.9298783813091127,1.7835543468416315,2.022526766790511,1.2439828334509961,1.1425319044257476,-0.3805821614954463,1.7221419816924044,3.2997552910194905,2.676355669890207
141,Kombi,0.8894078681216389,1.8015566195455301,-0.06393956657293476,1.1256457429425382,0.8495105090416066,1.9592728956485672,2.438350633529307,1.1212984355637223,2.307115936778281,1.5678131805007656,2.3735803292856295,4.31416615292568,2.2183445141715774
142,Konserve Balık,1.5867077435351318,6.028788750008207,1.1274949880365037,-0.3615803715143695,-0.7005911899150896,1.0459405961732227,8.567088383481082,10.464605290735452,0.9499312695949724,0.7095666448944549,-3.9090964474523315,3.4533901904629793,3.083492325498083
143,Konserveler,2.9305740316228235,3.7267277428792767,2.492286140654021,2.467242009616011,4.003750656855476,1.3802487083342863,3.7752021016589143,8.685386631786196,2.12232296808903,1.1251118927891435,-0.27840207341111034,0.7496459842386782,1.6932405479670343
144,Kraker,9.686658638744095,1.9369173427526087,-0.09458321626409916,-0.6454308985919144,1.595998786553765,-0.35167745480638724,4.249588652655167,0.10778719186590457,5.068001567104519,2.2431968181650275,1.9298417761909104,1.7232770957643417,-0.8861017202359489
145,Kravat,1.7425134632433226,0.7384605965019553,1.3621958331422102,4.015728195710633,0.22927703706412395,2.897594302206241,1.223680671707661,1.635303823091272,0.6323832963625042,0.14501085801101876,4.373455373442292,3.3349251533883573,-0.7415681270484586
146,Krem Peynir,8.653162796393786,1.2584220179606476,-0.2050255371645271,0.07953891960852388,0.8750938936509023,-0.5511619566348047,4.19837257966762,2.6029707454167106,4.498081640002316,3.1367778867710694,-0.8621089007662119,5.096747129480206,8.059993011902922
147,Kuru Fasulye,4.046442983657728,2.232893464253616,1.4425689960434696,0.852272933022169,-0.5535546208596642,-0.6996839828212975,1.2442588856938608,4.364654123172929,3.8606829440615,4.154626655210114,0.4494894545661765,7.086668382430084,1.52400209166631
148,Kuru Kayısı,7.330380696929906,0.4975485128080992,-0.18095971578184766,6.648484153269285,31.031800891677364,8.775382784144824,1.3367275138585155,0.21197692881660402,1.5869878528822934,-3.846722254398749,1.3134247356013873,1.1989488505882884,0.4223806559705223
149,Kuru Soğan,4.169437516269103,18.71305550863518,0.0618871329865156,-32.10515983140185,-16.789454435934957,4.644655402873354,22.647901148063433,1.7430365537085768,-3.897440841361799,8.747265037232332,7.77339746508714,11.674726583798156,-0.07525973506765649
150,Kuru Temizleme Ücreti,2.7058428124418166,-4.670403173409399,-6.099112580776045,-0.7558757003553462,-7.865231485051605,-1.0035711336639164,12.680321330123135,10.426545159763156,24.592668249730878,-1.5813669498089267,0.35291110625088606,6.479247262708454,1.5553085018208623
151,Kuru Üzüm,-0.30277456626266464,-0.9299406279010269,0.5717488637737134,0.12526687888394505,1.3628178252690581,-1.294588143207731,4.030119307672209,0.9492347499851617,3.1199851584668314,1.5287867080696182,2.2859180532633028,2.4298985349523683,1.3903241610141115
152,Kuzu Eti,2.256462625627509,8.249786713311202,3.733614635515181,-1.951161496511833,0.04354537939623704,-0.4888842087380052,4.7926615725006005,3.0527092301259717,-2.2261448133686024,1.2477276553918948,7.44798462609173,4.3449398048020615,4.689342786544293
153,Kömür Ücreti,1.3143323748099345,1.7025254025809566,1.0068542381801437,5.363829301996947,2.5446998426288614,1.2887540928631536,1.28492642891187,1.389890481816991,0.8157800577068386,0.4053092822376758,2.497047560701704,2.665678253291537,2.4312800308627147
154,Köprü Geçiş Ücreti,14.355779734217844,-0.024672693029770265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.428297801278774,0.0
155,Kırmızı Lahana,-37.21072796673499,21.177550772476827,-8.426261729687623,-22.140367980976205,-9.490778801977473,5.6451760959774555,2.4020751569932886,9.591785089956062,-0.8150691156922352,0.4755248277424906,-19.274949749094805,12.421433626033341,11.985791233859421
156,Kırmızı Turp,0.0,-15.957446808510634,-37.82469355370781,-22.14036798097648,-9.490778801977218,5.645176095977256,2.402075156993333,9.591785089955929,45.03267598885987,-6.774060835709572,-3.029281051132837,6.220762899292587,0.5411937920837051
157,Kıvırcık,-39.08048399042583,-3.248228204949921,-22.943812876257397,5.593504960346474,-10.76312154619452,-4.937526960765548,38.22662902905629,58.800499369158274,-10.497893162240112,-33.04630675406302,-22.80802614230062,20.383748008162918,20.61128012914666
158,LPG (Araba Tüpü Dolum)  Ücreti,3.631869519916453,0.8416559874524943,0.5795884082319347,-3.7531317855354462,-4.351464596505461,2.480445125393138,2.512078435075371,0.12396519763429037,4.152292241643751,0.6814187790403325,2.352094573847374,1.485476439735245,2.8746972968723528
159,Leblebi,4.006334522352817,2.7653846308352437,0.04436314910527539,0.6853695953391137,0.39816169579791616,0.26670709825584726,0.9744734811572675,8.416145052044332,5.277184036869431,6.132040830190366,7.0249155755060855,0.5419973725037996,1.5929942142723919
160,Limon,13.583002805177813,18.98940118743113,45.74434151784477,18.12401388095053,20.013462833283512,19.553760068086888,24.531284203437487,-35.69002414702803,-9.853982702697161,-8.271649744200172,-15.244101271015897,9.887081810610265,16.425139909909745
161,Lokum,10.226809494841937,1.4649628314520546,2.6733200798186196,-0.7114262602642474,-0.398077230029803,1.38199559805261,4.854449992909804,2.3575120830517937,0.9773082481586481,7.606890326985405,5.336047702599234,0.4421300130572403,0.9293159601156842
162,Maden Suyu ve Sodası,3.5870359768771065,4.261037536515477,1.088026342135806,3.4426285123157374,1.351179073357378,3.175633012119472,4.376950601379814,0.8463880771639065,3.4866589488929733,2.960044486554869,-0.10781435319338062,1.5636417535788594,2.996165491856262
163,Makarna,1.2973299233167923,1.3782129590932612,-0.1702826637391852,4.194398244729647,1.6955833448274227,2.4539250135193313,1.0187680804111698,0.6460853668254884,8.776792485516571,3.510492146968991,7.633082941482949,2.2421614523768563,0.5060923761556313
164,Makyaj Malzemeleri,7.663834981845663,5.7166807010607945,1.9621446015989807,0.031687483940334715,0.9055398874096454,0.256753883291716,1.037756455560901,0.28278703637383273,1.6703253476962443,-0.8121495111673926,3.453689905154733,1.2814209937602739,0.8024924413986056
165,Mandalina,-0.12610340479198845,9.493850149910465,9.767724734980487,14.997224104899388,-2.4887506809316395,-9.548242165625975,1.4554122311050133,1.1891364971517104,-30.92643177040183,-21.911485383351227,-10.792037944480725,11.547665121880591,4.451878436610857
166,Mantar,6.910861934177914,-0.3607079222931575,1.5483337953387188,2.6320192179890123,-0.8336695875676092,3.119811310832543,0.0926402116982139,16.694883669400994,5.152068515965347,-1.3737032400008564,-3.8561555862029695,-0.9100097547884878,-0.10685543936472253
167,Margarin,-0.7131250895857866,0.12639092818451658,2.5296530548727603,5.038046752623737,0.37679176220251076,4.102602706587288,2.9876147614950943,-0.00023032020529667463,8.990807719588778,5.900343879604164,-3.103447294105466,9.581696983328204,2.8795316827129436
168,Maydanoz,-18.758153610362662,2.3428783934547726,1.602559699415096,1.8446239751696236,5.631713678083683,-0.0037874069860666104,3.3337458228867467,-4.773578925215649,-4.4246959209773395,4.012590589431353,-1.8486941110008037,46.95743430318813,30.204233180351093
169,Mayonez,3.8366669360330174,1.8830757945747179,4.425795762606954,2.4388662993236165,-0.3311785906997877,3.6827476035079076,5.5124398202554215,3.3327787068304637,5.2417086168031535,-0.442246271275637,-3.189109121541356,6.598825539892572,3.3747933845406197
170,Mendil,4.241641609555202,2.772885664822433,0.7067130583260139,1.1357592027699814,0.2008555510226273,1.3638732263876463,0.7209567778633241,0.5356556062197981,0.42803500244843473,0.9790906484078876,2.2858307919093823,2.3934731759902794,1.919740653622315
171,Mercimek,3.541135472571577,2.957595971130589,2.11885181728233,4.320685375103728,1.5469542457775987,-0.6594688382816183,0.7973322306611852,11.051565532346142,7.021224541446913,1.8830039308100677,2.5911150911174685,2.754629424509547,0.6789671767192473
172,Metro Ücreti,16.296195152513437,12.978958564593256,0.0,0.0,0.0,1.2897158578634382,0.42443132781393444,11.44219145416665,5.380429043608115,-0.10789100730685952,0.0,7.369317156530064,3.9879681316515314
173,Meyve Suyu,5.341234764015357,3.516237302977987,1.6710698001147328,2.357003315957096,2.3968800474462038,1.7035287156639933,4.950810035879161,2.6095131150535744,2.7024925707846537,3.4943173829267593,0.8192981863580195,5.396507245311888,2.026732510683671
174,Motor Yağları,3.8557831457093794,4.220287496749364,1.0385479786053642,0.802750839835964,0.4685534226824606,0.9304007511625967,1.7825939018911274,1.8830437785635423,0.7114514548429041,-0.3180015927717439,1.240794998046879,3.8623567654453517,1.3074608568144241
175,Motorin,1.7459365508366576,-1.7586474743542357,-1.3700526032534244,-0.062045509877117766,7.0122466920808035,9.241341837214367,-0.8109165854480294,3.011111122140875,-1.0932761478829267,7.264970075757526,-5.746917050212696,0.4120203421931423,5.453130770711711
176,Motorsiklet,5.836068231380365,1.5004771676269346,1.4280100712138921,1.636901134374802,-0.0365347848152453,-0.972242174077842,0.015237440859605655,0.8065827539189163,-0.9293387727374314,1.7387346405693949,3.4759387673303,2.2366719106829525,1.1917662717809918
177,Muz,10.770776063389565,18.891511511565028,6.320339393046992,2.237129330710097,-7.531271358347902,1.8727596328971474,-3.212021534216436,8.710765143605759,6.144438272781416,-6.071305003638827,2.4818718135624973,3.3414911940530034,0.3946932516025903
178,Mücevher (Altın),8.047869721869061,5.057518749159962,11.700934911910487,5.832502511230553,2.122202585374966,1.7651824844206798,1.7966119464649433,6.819646468925278,15.539870724156302,1.6890666910948537,1.8908264769845973,6.7457941541341215,11.992731751475649
179,Müzik Aletleri ,3.7151123919836104,2.1533285464285346,0.8524390056574571,1.628159355755976,1.4092855099439694,2.7822296771179644,2.181204774590184,1.568355882512562,1.7288493765982516,-1.2807326053680401,1.3436286300687605,1.675453439281993,0.7409561788931707
180,Nane,-29.022889234904447,-0.7535795026375136,0.0,0.05002201874493295,-3.376857203134487,0.5113505850022015,16.438092569177588,6.0386191213339435,-5.266932687846215,-2.705581450799488,20.946923581863295,55.22937517923765,7.343987656083439
181,Nar,-0.3135013234952799,5.105319081777648,9.767724734980664,14.997224104899498,-2.488750680931695,-9.548242165625753,1.4554122311052131,1.1891364971519103,-3.6146617499937195,-11.040173636811568,8.648493616956742,9.369650988103405,0.8006173440285314
182,Nevresim Takımı,4.825826659503796,9.741823579121235,1.986656304012624,0.3416454678166092,1.3289733092632483,1.3422180174109677,1.0621519954710168,1.6454809881933263,2.629884625304668,-0.29347035915457953,1.8909253516358193,2.5579372403321976,1.9553118564344385
183,No-Frost Buzdolabı,0.20690558682627813,1.3210806826004173,1.2126642652063202,1.885475823175864,0.6626305656822096,1.7835134866342361,1.570106958331885,0.5646158000578216,0.46126387472278374,-0.24438591793060072,1.1138645093093258,2.455948251119988,0.27037324152160425
184,Nohut,3.1176672835682817,2.925329712875846,1.1732586906757048,2.4829711571121127,-1.292875885312994,-0.1375973362982008,2.5486640071164635,4.259301131268667,4.760998333397604,1.512941986270544,-0.6500475742836742,3.079675721900732,0.3318566336033668
185,Odun Ücreti,15.111959450694833,3.315778865884478,2.503471999061424,5.791092003306586,-0.11505546410406353,2.4394189048315473,3.568878622029925,2.629649357736663,13.543094291649261,3.8695251472784298,2.0525265514051094,5.453530477439705,3.9140796045632142
186,Okul Defteri,9.735907764032415,5.75891055745088,0.5185200152682645,1.7154412224439586,0.40189681638302943,1.611598411150772,1.6133267086878789,1.7037113246345825,1.3282547779392306,-1.0718510716437257,1.7047403716501153,3.656029242290293,2.0216102202271435
187,Okul Çantası,2.08761535164943,2.6462461986950236,0.07465988567891824,0.9961491650320342,-0.1974231419919703,1.7728205698989363,1.3661818178645868,3.2836975976547667,1.9145221185866257,-1.4510432903431791,2.229764820787117,3.1243631553141693,1.418052966206107
188,Otoban Geçiş Ücreti,15.99902714636643,-0.024672693029881287,0.006508846588948458,0.008324294119854692,-0.0001807600513825669,0.0,0.0,0.0,0.0,0.0,0.0,22.79053988624222,0.0
189,Otomobil (Benzinli),0.8352505837812441,0.7088655897228513,4.783563484446218,4.319864156281827,1.1988200463992182,2.4331452995115965,3.113007363736364,1.4428927960014937,2.966974836934222,0.533276440221786,0.39102456039052935,2.553329253844261,1.350947180062101
190,Otomobil (Dizel),0.3175900991234215,0.5284360710557046,4.355598999285459,3.506615258012724,0.6100504316595146,2.7367567925958625,6.671947283616642,2.0349196740319098,0.9188178272367509,0.6179321236382984,-0.5003831259677627,2.748979504343141,1.0864504848065115
191,Otopark Ücreti,-0.008223554685826695,-0.024672693029859083,0.0,-0.015443702731221531,-0.06484225538411215,-0.049069834077053454,-0.7924249504814296,-0.006401516166198995,0.0,0.0,0.0,37.11548854225113,0.08898846462415122
192,Oturma Odası Takımı,2.161213746971069,1.099141433772055,2.137577702180815,0.32215163282744985,0.9575029867102236,-0.1800963846619319,2.2353451271173164,2.117795411489265,0.5347279435633068,0.880474594223335,0.7536790124263559,5.738645077178606,2.5351864863939033
193,Oyuncak,4.335133165783089,2.6705811638626287,0.4030186665504143,0.655703400763219,0.7402498226224852,2.646072697041957,0.7200870457240383,0.5046121799372694,0.6129463114644906,0.5635221378216926,4.07145525496162,3.9341532768249365,1.9417363105679541
194,Pantolon (Erkek için),4.382290302777925,5.627014108016892,2.071729590800664,0.23800205174222544,1.5763336533254346,2.90040627144752,-6.284132726873626,1.5430241885426188,4.402919572807362,0.7522853997638856,2.0894182211872447,2.9828857948668075,2.105473050741502
195,Pantolon (Kadın için),4.907530211335209,6.410556381896715,2.3468861643795247,-0.04465749596207491,0.4763304771875143,2.3788170307721845,-4.682902962173518,-0.9569776177921319,5.340993356469004,2.864099428567002,1.9181747263157245,2.0660292313907647,-1.2712213467553357
196,Pantolon (Çocuk için),4.220093949010284,4.705467728287749,0.48938287252651147,2.242190362464269,-0.2816738939738217,-3.042199106084509,-0.9821627841500091,5.374264270827722,3.3357182402048213,-2.2133276389517897,2.632513224135735,1.6614807302517187,-2.058362023533511
197,Pardösü (Kadın için),2.9792814303255755,5.78696962951093,0.9415897071202384,-0.3651111970591203,0.7191542784221294,0.8281172529081227,-2.9837109691648656,0.2713953691363846,70.16190073864537,-3.557046875634118,-0.6773293897041954,0.0,
198,Parfüm,3.8430252304706647,4.121581754760029,1.3534080778006663,0.7525316912945001,0.6030166444345619,0.8586399308539994,-0.22575230658814505,-0.24077446965355964,1.98604156310902,-0.09458347628761299,1.6532903695752887,3.190205832647375,2.2468568536720634
199,Pasta,19.51994083346751,0.5967516457737743,0.0,0.06965974715968937,1.1114452535854635,6.040264483840585,-0.2476337965525488,0.13370457819608106,7.665993215294131,4.664642055928359,-2.6560757158280324,12.871868390250052,9.720693548762117
200,Pastane Ürünleri,8.094919568591607,-0.968072642660589,0.8336962304403173,-1.1681709428392195,-2.057166370482122,2.6482254329526445,0.25515118701835426,-5.709280118890625,1.7771296337040443,1.3437310018699078,1.9321476614810207,3.033280732569188,4.934903146071068
201,Patates,-0.002273532219543295,8.67093806390593,7.225168459374665,10.15060109582151,-0.8313645281509685,-11.625669531345672,-12.868222790184058,5.974381627429648,5.5565881609722645,2.5637967398399963,9.502030105948567,5.600999356424818,1.8852414636118975
202,Patlıcan,-19.77374428744252,19.40842229575066,-26.387545852406603,-23.76117165510151,-7.6118450566077245,1.3631637196426016,0.8811272691110927,35.056449345118935,3.9781336990937888,6.0432366121449865,2.597675170958569,64.49547633351762,59.54347648941132
203,Pekmez,8.5512010485173,4.521666380385869,0.14512680646929788,-1.0274482841734822,2.202644500234041,0.5321147320922481,2.7177935354680827,-0.5547883711597867,5.284781589096843,0.9448585690076783,1.4357596478705936,3.658567006265123,-3.2286043056599767
204,Perde,139.47589079054646,16.087632992506972,0.05600160230039286,10.576650134299893,1.0189914523398125,0.7116061109227356,1.229601034501271,-0.05039781931052145,0.3778111862980271,1.4784567097939627,1.466099567127399,2.849287882280427,1.764909731990405
205,Pideler,7.721341303347984,5.6136846705858945,6.964297295461486,16.678892209926467,8.863360762269146,0.8531987118393314,11.878246249327962,2.0771371092738855,2.161376754397737,1.944849063960019,2.7316150330828126,4.521934118985227,2.311272443532486
206,Pijama (Erkek için),3.2039291358844757,4.765543128277261,-3.3363546864845994,-2.305012038117449,0.21310313665408032,1.301709709143073,-0.4037075694656167,4.171679627581515,1.556063313293854,-0.727109501202694,1.362603275350427,6.287542634668131,0.4587516187425922
207,Pijama (Kadın için),4.029618609457142,7.738620679819164,-4.882393176650545,-1.8068457845631491,5.408779635834948,2.292169504692776,-1.2229091482646837,1.3967296512982008,7.440757694391786,-0.31942048413898805,0.1352807638920872,-3.5301209640735354,-0.6658631844452478
208,Pijama (Çocuk için),4.419767987976186,6.484595387548175,-1.3592317706657808,-2.8816563744648582,-0.21200051378587048,-1.8843169320736708,0.6759928878324439,3.7356378455821515,-3.1967349579245075,-0.9259318536449457,3.260054323921091,2.162599055734482,-3.6135158377720966
209,Pike Takımı,2.0847218425505742,2.4602834945590235,0.21933360487591536,-0.12157216176423846,0.20022566705149014,-0.7762234972361948,0.6061754868005975,0.02505614391468125,0.2883902545498085,-1.5342716043754256,2.2473015659336903,2.8457279272702474,1.530953624249265
210,Pil,4.744057787850209,4.223850391034523,0.48084797511669386,2.5064445792596812,1.2554761940484882,0.5591183425048163,1.9964559399354265,0.03341552086522093,1.977252517812289,1.5911841052568043,3.5622438879068685,2.772119439759857,1.6607598680222768
211,Pirinç,6.726631209585765,2.257813393284591,1.7361815929456847,1.957234239456973,0.33694756227828915,0.19062353791912123,1.3115336325375093,2.336968769475889,5.317318928182813,2.727690842039454,1.6632778987330177,3.4591937745796164,1.1454249017808005
212,Pizzalar,3.579814031928219,0.17692734271821386,0.9310896755234888,2.3118293543608948,2.2255951470496083,-0.4552638302428469,3.0436439938164694,6.54659861187068,1.3288517221068163,-0.48623252234856196,2.4121477140360614,5.2449197840163775,2.4271703152108803
213,Plastik Mutfak Eşyaları,7.015853223945467,3.6780544061997045,0.7972550103545917,0.4369016199859521,-0.06823116448496647,0.5586621714870343,1.7008257197280496,1.004711679652459,0.8041186782892007,0.47196456701730227,-0.6920036766548621,0.0,
214,Porselen Ev Eşyası,5.426696208958082,4.834136747098894,1.362157571038014,0.004130645373789932,-0.5751386359897026,0.7338127627918967,1.4858602936962617,1.1034992287668022,0.3779335751187496,-1.7412231947981804,2.702593290950972,1.3102111223251667,3.9111358514859362
215,Portakal,8.100907610577135,26.76930282755423,2.0254970904212133,17.49550160026503,3.5156435019408905,-9.548242165625675,1.4554122311050355,1.189136497151888,-3.614661749993575,72.92142419258153,-25.104585288727822,-13.741583649912448,1.2921454810370658
216,Pırasa,-26.20512763737168,18.653087115872413,-28.74259828891682,-22.14036798097624,-9.490778801976896,5.645176095977655,2.4020751569935994,9.591785089955817,61.39642173790356,-20.50237004160507,-31.788116164930813,20.502763980828686,20.995603327241053
217,Resim Boyaları,33.31945984674345,4.687152456778976,0.3472462233754525,-1.9209025074563346,-1.5999843025458982,1.8403577000563498,2.26501191083055,-0.08931487007163286,0.37207443705011833,-0.5898927128336173,3.5715021251960355,1.033639563261568,-0.33653284044701803
218,Reçel,2.7440077223541026,4.6649001718236605,0.7397331211236313,0.8785443056469999,1.4099666005929157,-0.3577165148773154,7.879982151873999,5.663534760290312,8.382613415957717,3.6936478548499574,-0.9960897913164679,3.289797577872533,0.4117667103875955
219,Roka,-21.595279811883415,8.731514120021089,2.1984439072748607,26.282528168232645,-11.412360428232626,-5.991945082907613,8.998524682131958,-13.113485055598384,0.726282226541719,-1.7755214247515028,-8.350205512321251,40.65866998452867,0.42211233419872096
