,Ev ve bahçe araç gereçleri,Ev aletleri,Gıda,Kişisel ulaştırma araçlarının işletimi,Ayakkabı,Alkolsüz içecekler,Yemek hizmetleri,Kişisel bakım,Konutun bakım ve onarımı,Başka yerde sınıflandırılmayan mali hizmetler,Ev içi tekstil,Başka yerde sınıflandırılamayan kişisel bakım ürünleri,Giyim,Ulaştırma hizmetleri,"Görsel-işitsel sistemle (audıo-vısual), fotoğrafla ve veri işlemle ile ilgili ekipman",Alkollü içecekler,Araç satın alımı,Ev bakım için mal ve hizmetler,"Züccaciye, yemek takımı ve hanehalkı aletleri",Telefon ve telefaks hizmetleri,"Gazete, kitap ve kırtasiye","Elektrik, gaz ve diğer yakıtlar","Diğer eğlence araçları ve malzemeleri, bahçe ve evcil hayvanlara ilişkin ürünler, hizmetler","Mobilya, mefruşat, halı ve diğer yer döşemeleri",Gerçek kira,Diğer temel dayanıklı eğlence ve kültür araçları,Konaklama hizmetleri,Tütün,Su (Şebeke suyu) ve konutla ilgili çeşitli hizmetler,Telefon ve telefaks ekipmanı,Ayakta tedavi hizmetleri,Orta öğretim,Üniversite eğitimi,Okul öncesi eğitim ve ilköğretim,"Tıbbi ürünler, aletler ve malzemeler"
2025-02-28,0.0875137326721121,0.5931931369282502,3.2197593310187003,1.0195140585630846,0.9464611189694795,0.2048457274878354,1.846578337721534,3.7841594769279516,0.3074748110926339,-1.2291032020375254e-05,2.3577026479124505,1.6203819959997636,3.558825999630384,0.39343191246588977,0.1278888490221611,0.012674131568643724,0.6902569704127727,1.4257228698485056,0.3364801936137975,-0.9497512579403086,1.4359303209068008,1.7130377099645306,1.9004505561834826,1.1394040703481463,1.9791541305421416,0.1517392657942137,1.714641583619399,0.0,1.0723943050016915,-0.1441015691914994,-14.207406263406105,3.3376371879194684,4.261132609829782,-0.1127242408106351,0.0103617269472754
2025-03-31,0.053938041456459196,0.5737833780448776,5.014645153677907,-0.14084060825123812,1.4052420393247842,0.1023646009454989,-0.5732468255815422,3.7880877053307693,0.2962315959622891,-3.498245886335364e-05,0.9602679058684376,1.2214876270068629,5.125511703027399,-0.1263376713703286,0.0091873361583023,0.0285536954199552,0.46961233662232954,0.9023670006471227,0.2586470146780143,-1.5787814857436322,0.8042491625412569,0.1272095075068028,0.58857484411532,0.733331886040908,1.702805737839895,0.0880342160600907,1.646817953397672,9.868166493525727,0.255599552340471,0.0953572498966937,-0.7199207911465715,7.010103487955649,0.7585609268824657,-0.149891899852389,-0.0498799104992607
2025-04-30,0.0109613496512806,0.22187693432844902,1.7091940503252128,-0.11363269782915408,0.469217008786272,0.0802699945777213,2.855454534316613,1.2274692064970751,0.1326563195189389,0.0,-0.0226146778512222,1.6529102636470223,0.6210932118730763,0.7826700588960813,0.4374231766142999,0.0,2.74526086295425,0.5535013398110971,0.0564859045569254,-2.427804717574348,0.37564583584814376,2.7319627601920082,0.1318999327989236,0.0578317510463604,2.0270014509135112,0.035077900504706,1.3456973196935382,0.0,0.1975409432847485,0.3998367019467578,0.0,0.0,0.0,0.0124532296977027,0.0
2025-05-31,0.0430945515572089,0.4352976609915467,-0.5084776187373172,-0.20087115399348718,-0.035981422805164,0.11745340611315329,2.2216581737938164,0.5255895862244427,0.2185318695777534,0.0,0.7267829269870807,0.8658412146141451,0.00795142267478661,0.10604102259103025,1.1271354056122538,0.0,2.5470267562845526,0.1492336957425763,0.0411157183219008,0.0037156995272838,0.0639305429645525,0.7787955109534913,0.32838984258208137,0.19156170581019652,1.6825178985449094,0.0669141591579059,2.450021618494059,0.0,0.8174118669230286,-0.1521686946768498,0.0,0.0,0.0,0.0122084116201382,0.0
2025-06-30,0.023581401250285003,0.14054787316366388,-0.3194131755211099,1.2055436725876625,-0.044614551031719206,0.10782904704241739,2.1190963474374747,1.2341094078546928,0.0839002677229931,0.0,0.0989562359038826,0.3423564351358994,0.4936856165853759,0.9458735795168581,0.1729686521503319,0.0001564917528229,0.6801204605999035,-0.1454544762678931,0.001443476137365241,0.0258337736713934,-0.11155163750660141,0.0945204048966765,0.1407159584488421,0.3356982234491656,2.1475217828775315,0.0579426989607674,1.5638259478832657,0.0,0.7214652547290303,-0.2080986726038444,0.0,0.0,0.1326397505750675,0.0,-0.0029346984074436
2025-07-31,0.025691928701486202,0.4841035994175635,0.5391897916026531,1.4740523583166756,-0.0421668145852703,0.16116782557830858,1.0625858940110042,0.5849784905941453,0.0589465661313607,0.0,0.026291012510769,0.3899092868951489,0.6431578605074428,0.4154545783704051,0.2156472244154526,0.6784594075417474,1.4030619414282075,0.6388601955016708,0.026988935412043,0.1180227614864879,0.2839914143483085,2.621962130235447,0.42125594223894625,0.1558821838220154,2.5018971251623228,0.1157024106859501,1.3226153295359009,4.522408144024579,0.1925849092999496,0.1741978465535718,0.0,4.433341454832459,-2.485501880942206e-09,-0.0004055361249784,0.0113644634847712
2025-08-31,0.0229403130096508,0.46835160454395197,1.8443357454488283,0.3448451170891458,-0.9210678720534904,0.2877570860172759,3.233422372800828,1.095517525335636,0.0443105875874021,0.0,0.1216489836054962,0.3972255677311727,-2.7939706750288296,-0.03470658333979291,0.2604554362654784,0.2640205948006807,1.9961240048660511,0.32889451482640286,0.10203613695174721,1.493426228625632,0.2852103104602428,0.2509177998584804,0.2871240922971138,0.2932275193826568,1.6642162145570631,0.0922752420150162,0.7704930273973927,6.31877157937168,0.1845054583824529,0.3106592961791177,0.0,0.0,-2.61799950286698e-08,0.0,-0.0102333666759915
2025-09-30,0.0082309143724985,0.2135065081460618,2.6049615783909523,0.5469453215234691,0.424107524473328,0.2620334779625026,2.2530209143749813,2.0024131272866765,0.028451611127636,0.0,0.0914659555749314,1.1038521728568518,0.9712207837069954,-0.1410866762094343,0.0010057489159881056,0.0067625808483397,0.9013372406425246,0.014170402924779196,0.0737856393308706,1.3883226331424383,0.5801860903636237,0.11273385654526641,0.2469124984492739,0.4451137159695878,2.308266240476674,0.067174640557517,-0.7775571500175714,0.3484491665518983,0.227047149455612,0.7582688365296341,0.0,0.0,24.7571539988334,3.511200857477983,0.1026854047768735
2025-10-31,0.0267530957929531,0.24218999431506272,3.9633380467812995,0.39532869542956056,1.6849062871228437,0.2497166089090156,1.6212017007756079,0.8902754389808182,0.0422812445635715,0.0,0.1480703679112721,2.683767307180126,10.594774642205381,-0.1335132209953574,0.4227745407357602,0.0019736396753256,1.5818751415168006,0.79328739182033,0.0374950092644733,-0.0385056447239264,0.2619387010060653,0.3362137925804209,0.2884442747870925,0.0609560038912549,1.543472940006413,0.0745427599816522,-0.7733771614418598,1.8035712579221723,0.253986346699785,0.0455857821007525,0.0,0.0,0.0,0.2213622915953448,0.0573295922828063
2025-11-30,0.008348714631828201,-0.0830261334015811,1.3346806439756644,1.112788978649065,-0.1470193340585732,0.16248359408993898,1.3429369649771967,-0.1050562815546021,-0.0107521052141848,0.0,0.00178368724868,0.1533850791166673,-0.8576336532574743,0.3958711913830265,0.04280994835123439,0.0009698421162216,0.37805990859694305,0.1671644830274282,-0.07238598400787301,1.5352211015950905,-0.17277520928689138,0.0849154341921991,-0.0661330406527243,-0.0529953521856999,1.6032606812233123,-0.0555935587223729,-0.8129153245058126,3.420001769587998,0.2415949975086868,-0.2631135301572415,0.0,0.0,0.0,0.0,-0.0064720192504745
