,Grup,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31,2026-02-28,2026-03-31
32,Kuru baklagiller,3.6254413026250765,2.6941801488699513,1.6720931718658294,2.6987433305958097,0.20009524458421968,-0.5605960076754846,1.329758403395731,7.277195786074131,5.488969209997707,2.547956385551786,1.2000585271650044,4.371697030012345,-0.23557161385361347,-0.45351079529662996
33,"Konserve edilmiş veya işlenmiş sebze içerikli ürünler (salça, turşu, zeytin vb.)",3.7282110733126705,1.5655462687085508,0.9469169385436738,0.9474221062658383,0.8297398356868824,2.9128691312197974,3.9153375694745085,4.041963084049205,2.666150973522008,2.1898192224922397,0.3119537452434429,2.1041860826765513,2.7006104017866184,1.3792392787290275
34,Şeker,0.7738808699547128,2.1100783216525087,1.4748651313527983,1.3577493294548937,0.22288882592129688,0.09947755942545378,0.1906753904018288,2.4367312137988595,0.5105197475026468,0.34758812851414245,-0.04546762847930097,0.9696757566618919,-0.41453412942683565,-0.9531115727093975
35,"Reçel, meyve jöleleri, marmelat, meyve püreleri ve ezmeleri, bal ",6.8384120708091745,2.57912504353357,1.561715789761342,-0.31970759266386484,2.008465717625274,1.8524289123158288,4.133741152956993,1.2868036993706422,7.1714375876422265,0.7760883419942965,0.32930684589742576,8.952679691800892,-1.8751145755441678,1.1569012905091935
36,Başka yerde sınıflandırılmamış tatlılar ve diğer şekerlemeler ,6.054095537007043,0.889931429530133,4.028734728468142,1.0174259501770644,-2.2391013908313995,-1.5638972743588941,-0.4192774416014289,3.5870181435617265,3.8524475888971343,2.413905733274868,3.6118593577045166,0.5978762805990856,3.21584719361383,2.360085328210515
37,"Sert kabuklu meyve püresi, meyve ezmesi ve macunu ",4.669188569377858,2.4248677103311023,0.6398208841997599,0.6769870699374403,2.5873053472749374,0.9332396111483954,1.1768592823712565,-0.9237702026555161,3.4474234491323807,0.921914345820185,1.4270370243413044,4.242672724047458,-0.10143871023773343,-2.075682343734475
38,"Çikolata, kakao, kakao bazlı gıda ürünleri ",4.754312429864882,5.22750645208947,1.6158006753172582,2.790934047606175,0.9991261675797114,0.1892882060283485,3.900849332463263,-1.5653906771165071,6.255369673752731,0.45288625169337404,-1.408544014598434,4.053347760308701,1.5633477019664,1.8343712429743864
39,"Buz, dondurma ve buzlu şerbet (sorbe) ",6.849049427819387,0.9923651860972882,0.17980747808452602,0.17507408241248523,-0.8588239961379918,-0.20661537993810208,0.5744423516188979,0.6822923953668125,0.44465852507429293,0.05756051834076015,0.05666912544861624,20.912703167613266,3.104105535778512,0.5952932526414378
40,"Baharatlar, yemeklerde kullanılan otlar ve tohumlar ",1.1784995356663108,1.4788622088240944,3.82343763789319,1.4035844471004921,0.03795976711757909,2.6684372613397844,2.699136660858592,3.163782101964463,6.9580742435704,1.30757003399804,0.07343549746374745,5.551506552586605,2.793423971675524,2.169480422575931
41,"Tuz, çeşniler ve soslar ",5.592819810688621,5.014934563394857,2.5291536062975517,0.03351508182725116,-0.47112364786077165,3.1079605983119096,3.001618675583906,3.508781709172726,5.707362141837025,1.038526959090369,0.3771694710328566,3.1622368249300647,1.2156914785774964,1.2742024107730066
42,Başka yerde sınıflandırılmamış diğer gıda ürünleri ,3.0648978699396423,1.0269800244588234,0.46189339562159315,-1.7011896185418762,-1.053558508814556,7.5691928278852405,2.551680494581232,-1.211554838068507,3.0652994190397465,4.945475837838287,0.653059457746541,1.646520817175312,-1.0184347574129338,-0.7956018932652187
43,"Yemeye hazır gıdalar (hazır pizza, börek, çorba vb.)",0.4839871931830997,-6.453535839723045,11.24284308823318,1.6172643014848553,-1.9619820998936444,3.764702639769535,1.3636788258976518,0.9905237583238469,5.811421425471219,0.3225720657561437,2.699564800121368,1.9295102772060257,-4.257360634756702,-2.587717776273141
44,Kahve,3.624194649515511,3.3691927617937933,4.496735909262184,3.9663556738583017,2.5627277136687887,1.3990166001497162,3.243638170630714,1.5953300694848238,3.614602045868631,3.692807831306899,4.555518609147202,3.7215732692035264,0.5695603956749062,0.6805498543208999
45,Çay ve demlenerek hazırlanan diğer bitkisel ürünler ,0.7600181975600862,0.4004703956717037,0.8966791338219648,0.1743624702819302,0.6774000277471437,2.8292904862367907,5.849480106966221,4.361562886987569,5.809371648397921,2.696645475042425,1.855175581333035,2.602958076149653,1.206518618585961,1.2020441557372807
46,Maden suları ve kaynak suları ,3.739386507383724,2.6578678416650847,0.9854968605326198,3.3111534909501694,1.2797684167510592,3.9293403425798346,3.8547320587783984,3.6335810190794238,2.0656134135947024,1.4132139947165,0.1291974373362148,1.8176009201331,1.117015228067575,5.121718732970937
47,Meşrubatlar,7.2118791421750705,1.2300669655934016,0.6156179935492556,2.5649451811697643,3.7826698136955716,1.4949327114862632,3.5585171171440555,6.139958917896848,2.530435116632068,2.17701764741407,2.376239225201471,1.982775100555334,3.609679116508002,-0.5250980822707085
48,Meyve ve sebze suları ,5.341234764015379,3.5162373029779426,1.6710698001147328,2.357003315957207,2.3968800474461815,1.7035287156639267,4.950810035879116,2.609513115053641,2.7024925707845426,3.4943173829269147,0.8192981863580862,5.396507245312021,1.931587716501948,1.6463747704192344
49,İçkiler ve likörler ,-3.3306690738754696e-14,0.0,0.0,0.0,0.0,10.722746050334852,4.827591801891762,0.0,0.0,0.0,0.0,3.3264960021563317,1.4602825693962318,1.1102230246251565e-14
50,"Şarap, üzümden ",1.7470104633781514,3.8687707840139085,0.0,0.0,0.02243374975789969,0.46102611228362456,1.4165158401675093,1.0666606331045436,0.30911044412544886,0.1541622022073419,-0.15590307521226032,0.5218982621652435,0.6786628736677569,1.0227043853758166
51,Biralar ,0.0,0.0,0.0,0.0,0.0,7.323162007542572,1.7956495696485941,0.0,0.0,0.0,0.0,15.480150000000004,0.582827438308664,0.0
52,Sigaralar,0.0,10.849999999999982,0.0,0.0,0.0,4.929611998452255,6.9055280537329455,0.37965628889768954,1.964620634700176,3.7195778365712195,0.0,0.16482006176370412,2.8745544402576595,8.309856421114258
53,Erkek ve erkek çocuk giysileri ,4.192406093155965,5.975123707395458,1.0769297795516275,0.35681942455496607,0.6798250426095942,0.9242131708720347,-4.316786069413892,1.8770824409871434,10.959651209707522,-1.370405712507472,1.3602318926961399,2.549452526684459,-5.907608830089783,0.5350473164376979
54,Kadın ve kız çocuk giysileri ,4.890336755880642,7.332150122944681,0.5464136161837718,-0.34009753689139277,0.7252611601195724,0.816549168413272,-2.9894933111978217,0.27302820775783054,17.179480506042143,-0.6113427461495569,0.058543240567399124,2.311215068144268,-5.881156109125918,1.971498120011539
55,Bebek giysileri (0-2 yaş) ,2.103414023361605,5.664913034831853,-0.18555491691605308,-1.212301132753768,-1.2203062262333475,-2.1762642043587688,-3.502118393588771,2.008985497889215,2.4505759448648856,-1.2317163074747506,0.6730975020643015,4.680462659088325,-2.4959833623530048,2.230189643264846
56,Diğer giyim eşyaları ,4.104128372766591,3.827332730941513,1.381746472987655,0.5138838426926196,0.8128225770817954,1.27131763504158,-1.034478118205051,1.8483770966437385,0.013675944794533379,-2.202072678365685,3.8172444117927418,0.20153914194900313,-6.515848124258039,-0.6249290379319705
57,Giyim eşyalarının temizlenmesi ,2.7058428124418166,-4.670403173409343,-6.0991125807760564,-0.7558757003553795,-7.865231485051616,-1.0035711336639164,12.680321330123157,10.426545159763156,24.59266824973081,-1.5813669498089156,0.35291110625084166,6.4792472627084985,1.5537561527711574,0.07614631327287347
58,Erkek ayakkabıları ,5.756736259317963,8.310107855769022,2.506333641384706,0.16574359837930874,0.0728898123436128,-0.08012176635867618,-4.771530571914417,2.362767061507376,6.627496382583287,-0.7454528137659455,-0.26424073983760676,2.133517903316995,-8.734728073271913,-3.5747733988707897
59,Kadın ayakkabıları ,4.154768190856761,5.953724665530191,2.083151084965529,-0.07572971393142724,-0.3896564656628909,-0.42048548452646717,-4.361071218007284,1.6534597764727765,9.235585732055185,-1.0945022414425076,-1.2874780983172074,1.5277632410738873,-7.315584535638298,-0.2752320656963625
60,Bebek ve çocuk ayakkabıları ,3.8862171053267502,6.589120576414564,2.9835114529838336,-0.7939533256924425,-0.43824226835722513,-0.1263901074107121,-5.886069823935802,3.32245543121652,12.316065251699037,-0.0551371871141515,0.5745225313213531,0.8473122421171375,-1.6900194117806966,1.317824387520139
61,"Giyim eşyalarının onarımı, tadilatı, dikimi ve kiralanması ",12.140511062219694,3.848101806322557,-2.1601170463195207,0.8515115915666005,-2.189667410626306,-1.1635462559528853,6.914056621129472,-0.24316718333796672,6.27679692891292,3.6357458496950157,0.0,7.214871666939282,5.109555033380353,3.3234680723639
62,Kiracılar tarafından ödenen gerçek kira ,4.220782643345111,3.6610983570642075,4.30434925297547,3.5997193681023276,4.590043389570941,5.268601960966435,3.5081328623481456,4.801648422266114,3.1456211443673165,3.2367521463855464,2.2274281772864724,7.3078261323827,2.909142330612524,2.157972036800826
63,Konutun bakım ve onarımı için malzemeler ,8.269612079465816,7.731925179695076,3.2905064392104055,5.515020134435167,2.0768743466168305,1.4730418783496457,1.1498802393937302,0.7455885699770848,1.1292371382354283,-0.29013683377232535,1.8937150145126092,2.630630264161282,2.509076773359298,1.8431080446720927
64,Su (şebeke suyu),6.73514080022819,1.5802729006886063,1.2309565096079833,5.287752396669676,4.587716563050037,1.2065902208431734,1.2035861217826849,1.494860798855835,1.6916950156999233,1.6168243915236635,0.6985110261432004,0.49100236469539205,2.1549949900387055,1.4779065216947718
65,Elektrik ,10.70000000000002,0.0,20.833333333333325,3.44827586206895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-14,6.500000000000061,0.0
66,Doğalgaz ve ilgili abonelik ücretleri ,-0.008223554685837797,-0.02467269302984798,0.0,0.0,0.0,23.575340438129032,0.8294654888456376,0.0,0.0,0.0,0.0,4.440892098500626e-14,0.0,0.0
67,Tüpgaz (ev tüpü),4.864213520219929,0.48029493847796534,1.5075376884421177,0.0,0.0,2.0255812178983534,1.89032981587971,0.9343569699861165,4.292137381924488,0.3741358814219664,3.8064350321234786,1.2874887216616449,9.187135216556985,5.352839688928834
68,"Kömür, kömür briketi ve turba ",1.3143323748099789,1.7025254025810677,1.0068542381801215,5.363829301996925,2.544699842628817,1.2887540928632424,1.2849264289119366,1.389890481816991,0.815780057706772,0.4053092822376536,2.497047560701704,2.665678253291537,3.03752187328048,1.7880887979958016
69,"Yakacak odun, peletler ve briketler dahil ",15.1119594506949,3.3157788658845,2.503471999061402,5.791092003306653,-0.1150554641039081,2.4394189048317916,3.5688786220299473,2.6296493577363522,13.543094291649194,3.8695251472784964,2.052526551405154,5.4535304774396165,3.882129936186307,1.0554455049930245
70,Ev mobilyaları ,3.383283053626096,2.1036645559371125,0.06787219404535971,0.11696634404048112,1.280945687089985,0.8452893406149187,1.413109558196446,1.7214632891758619,0.2685308881765547,0.29167300674441954,1.3591577703410351,4.99065977319697,3.293833099098875,0.8354134647134304
71,"Mefruşat, halılar ve kilimler ",16.198388384085717,10.96026028564756,1.8574673207987002,7.223317407620811,1.6723277428151162,-1.679287449860556,-1.4379927237074597,2.0230332141410345,-0.07715229605538276,-5.269345780466573,0.7648550047166358,0.4317683555976837,-7.274085840486855,-1.0490701549816683
72,Döşemelik kumaşlar ve perdeler ,85.34188960679452,14.910454682028384,-1.075999139697248,14.89745591905045,1.0459148390134843,-0.40251437926539513,1.6034830479160211,0.7116259536316782,1.1674684992553752,0.5917433175427034,-0.006724319104334242,1.6953410423688586,2.2734703398383793,4.973572053845487
73,Yatak takımları ve yatak olarak kullanılan eşyalar ,4.0030117799674025,7.1089524440615115,0.9078378664153286,0.3814008033725669,0.8781554819752513,0.8303371295895312,1.1959581481777448,1.181172036507805,2.007624221453397,-0.5408784419846602,2.242456382292901,2.556369292432925,2.2864291053288133,1.521983169955854
74,Masa ve banyo tekstili ,4.497177885075088,6.00360757985221,-0.38643518983688674,-1.9144838379252405,1.431782354244171,2.766685468949781,-1.3798265205819504,1.489214649521986,1.7112742897722688,-1.6108664465722011,1.9903748941697108,3.1277301045321337,1.9966321115566288,2.1309618428061783
75,Elektrikli büyük mutfak eşyaları,0.6798979927705506,1.489271743986853,0.7091048703000924,1.7083890474541175,0.516050297515025,1.6338886006529885,1.2548477173730976,0.6990248940780264,0.6193934045497951,-0.44414696698269474,1.3074626778183607,2.707338717282215,0.6196547297651733,0.437814873914677
76,Çamaşır makineleri ve kurutma makineleri ,1.644739628435854,1.6273769648431857,1.308844014832533,0.9571899472035295,0.1941581577266982,1.7226419757881084,0.824275436366273,0.016056714428325236,0.3001587378324899,0.02737449970480199,1.4907053430399664,3.360265275619323,0.5699504560148005,0.5241137637275295
77,"Isıtıcılar, klimalar ",2.2999086889978093,1.5870593099079455,0.4591204769506474,1.3849659958210747,0.4585471858122858,1.2918689177335407,1.7826576112146553,0.3586627689466271,1.3479500228519736,0.5614084791876195,1.7924590483149316,3.3695243040437584,1.7081927819458942,0.7002670531990773
78,Temizlik ekipmanları (elektrik süpürgesi vb.),1.9544856566719337,2.731547038685944,-0.4418427659349855,0.294071448221378,0.4269923734586234,1.945688189210193,2.68011917440083,1.1439739487999923,1.0502570613233342,-1.2124571512074689,2.272672758982308,1.8223533184872132,-0.553080727210753,-0.6380113967614898
79,Yiyecek pişirme ve işlemede kullanılan küçük aletler ,5.870327128541497,1.7888884153357099,1.1681171454045902,1.4624035024543236,0.38792451309792586,0.016370463814396885,1.0973198001693385,1.3267886052150235,1.3776364298213606,0.1578019566589095,1.0087159126947798,1.856282190045877,1.324986327884825,0.7636075607822312
80,İçecek hazırlamada kullanılan küçük aletler ,7.442769871053501,3.675861114710699,0.6508472231476103,2.0232652446026345,0.6839740729091881,1.0690777476033198,2.3111009571950003,2.092288024851352,0.9333349112646383,-0.31252381435650234,-0.43701408079149795,1.742477217527827,-0.047027824116108174,-0.053433765539789846
81,Diğer küçük ev aletleri ,5.023554059617896,2.6419993081334026,0.7740965643304065,1.6757173401309888,0.9690310484093967,0.864116772562884,4.623253375338887,2.1225527713206516,1.894927061181173,-0.4411568202274285,1.9113097976144244,1.597576573280346,0.590898293605524,1.7230099991208059
82,"Cam, kristal, seramik, porselen ve çin porseleni eşyalar ",5.657495422460612,4.103304690138421,1.0973668928237812,0.4197655142190948,-0.0154694304810854,0.6191182236961801,1.5421775247499658,0.8633816406323325,0.5237672014880124,-1.190851984659358,1.5124250925800053,1.3959053943198407,3.2839090386418635,0.7825783245404616
83,Çatal bıçak takımları ve gümüş çatal bıçak takımları ,4.5394187056226665,4.768074430875102,0.7139504195612378,0.1340107424281145,-0.3929723636676208,-0.3060583181902943,1.0902910301223478,1.3193596463925372,0.23111119071783648,-2.084219112533392,1.5132932652898612,3.424549515221509,2.099713826880789,0.2983658249657295
84,Mutfak gereçleri ve eşyaları ,2.8361638717632642,2.4680001967588794,0.1971483166746335,1.0242959960378162,0.1971579573065929,0.07672498515305382,1.4283567916837159,1.42036175614908,0.6484951114520632,-0.5100508707981399,3.4870766655046515,3.023494754295575,2.853498899783835,1.6389902605481677
85,"Çeşitli hırdavat malzemeleri ve aksesuarlar (pil, ampul vb.)",4.669922126051751,2.9131761052989313,0.5952930835713799,2.346973347088066,1.2747320344620228,1.3775756977301157,1.229797071134997,0.44171515537252404,1.4414978339552853,0.4492528882291458,3.1342275809485676,2.9995148833721563,2.995320240578514,1.6634455827864603
86,Ev temizlik ve bakım ürünleri ,5.926145257901605,2.7667664433165706,1.4385064869031128,1.8823702951340282,-0.03128454349223819,0.6715032060149229,1.5490796255930084,0.9371147504811939,1.7808503068019066,-0.35549401080385845,0.7317553581757119,2.4299668745073166,0.975751958606863,1.1261585628802306
87,Diğer dayanıklı olmayan ev eşyaları ,7.650544092604483,5.560314688270984,0.24991072238209622,0.05662716524919009,-1.0825064653004035,-0.989065862493077,5.45989073669233,2.4611996322167595,3.0407939986879295,4.155526487139194,1.716981816976837,1.7146483911763655,1.3462834420040704,1.402039053663806
88,Diğer hanehalkı hizmetleri ,5.876645845648731,5.6390239067742876,3.9797909815299626,-1.7525048079176653,-1.690307191434004,6.673734405381837,0.9021188792778467,-1.6397262690558634,6.195847677074551,2.50424508436915,1.7095430520099653,16.12096492689412,2.8515510856372606,1.8890274702828669
89,"İlaçlar, aşılar ve diğer eczacılık ürünleri",0.028510511701673735,-0.11772724456282635,0.0,0.0,-0.006881295975358359,0.02664850438500732,-0.023992531458250088,0.2407831113605985,0.13424478794212824,-0.015143444199594569,7.162993507829318,11.044313156367735,-0.02781901623828409,-0.02736476278674682
90,Hareket ve günlük yaşam için yardımcı ürünler ,,,,,,,,,,,,,1.8315622663664044,1.1450409214292745
91,Görmeye yardımcı ürünler ,,,,,,,,,,,,,1.010939134996769,1.7339229605713546
92,Ayaktan tedavi edici ve rehabilite edici hizmetler ,-22.318873026743237,-1.2491911762628205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.159936821865115,0.0,4.762899999999992
93,Diğer ayaktan ağız ve diş tedavi hizmetleri ,,,,,,,,,,,,,0.0,0.0
94,Tanısal görüntüleme hizmetleri ve medikal (tıbbi) laboratuvar hizmetleri ,,,,,,,,,,,,,0.0,0.0
95,Birinci el motorlu taşıtlar ,0.6731029587918602,0.601171300606107,4.4919536617282985,4.065470015871875,1.1595576882968972,2.5564142316343075,4.685061497027321,1.4415600238823156,2.8592280111637836,0.47055266312219235,0.28491794259515313,2.606602768278199,3.5945566056878153,4.029911747240789
96,Motosikletler ,5.836068231380365,1.5004771676269346,1.4280100712139143,1.6369011343748907,-0.036534784815256405,-0.9722421740779197,0.015237440859650064,0.8065827539189607,-0.9293387727375424,1.7387346405694393,3.4759387673303,2.236671910682886,1.7665451890696904,1.5029207002315248
97,Bisikletler ,9.112282163467157,4.882088747107671,-3.4157703766076186,5.97767141011083,1.0412954169904953,1.1137568146501131,2.79237356114439,1.8669240003068799,0.7189642403994556,1.953605345990872,2.896571551796634,2.9827575268041917,2.7970747232317628,1.5494375457281273
98,Lastikler ,,,,,,,,,,,,,1.2896346690470795,0.2057646794587198
