,Grup,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31,2026-02-28,2026-03-31
99,Kişisel ulaşım araçlarının aksesuarları ,,,,,,,,,,,,,1.8618519862105165,1.36887131557204
100,Benzin ,3.0247401687258257,-3.326628121971986,2.233545541553661,1.553522806584251,5.088108323810503,5.509609499580326,1.0835206256923025,2.8723775604672985,-0.9473957050775916,3.1807785020411705,-1.4144084937623203,-0.9427678326679678,5.590296448575671,2.699961054703637
101,Kişisel ulaşım araçları için diğer yakıtlar ,3.631869519916431,0.8416559874524943,0.5795884082319125,-3.7531317855354462,-4.351464596505538,2.4804451253931603,2.5120784350754377,0.12396519763429037,4.152292241643685,0.6814187790403325,2.3520945738474186,1.4854764397352227,3.4592294964349346,1.9274875498663357
102,Motorin (Mazot) ,1.7459365508366353,-1.7586474743541913,-1.3700526032533578,-0.06204550987708446,7.012246692080937,9.241341837214279,-0.8109165854479405,3.0111111221409192,-1.0932761478830488,7.264970075757393,-5.746917050212874,0.4120203421931201,5.979823016818231,5.038394983932182
103,Yağlar ,3.8557831457093794,4.220287496749342,1.0385479786053864,0.8027508398360528,0.4685534226824606,0.9304007511626633,1.782593901891305,1.8830437785635201,0.7114514548428597,-0.3180015927717883,1.2407949980468347,3.8623567654453517,1.7114044059817868,1.0446820371605603
104,Kişisel ulaşım araçlarının bakım ve onarımı ,16.007164219828308,14.54560179890796,-17.53488880558929,-3.7993739986695862,17.70681746082481,-13.807275484802506,8.630325386451055,4.820983115791266,28.635524610341044,0.5506844576821157,0.0,0.0,-4.440892098500626e-14,7.599999999999973
105,Kişisel ulaşım araçlarının sürücüsüz olarak kiralanması,-16.345762324775947,23.16669229818775,24.706027477320468,3.126974009786254,28.296285367845364,2.21043843773705,12.708439900095424,-16.45528686585873,-7.873851070042004,-3.1279481767879314,-2.8635339135280935,4.074665178036252,-5.391637790005143,-3.0754231540486785
106,"Sürücü kursları, araç muayene, emisyon ölçüm ücreti vb. hizmetler",10.965525087587036,-0.9185276776987883,0.0,-0.00401142556805123,-0.016840530278872112,-0.012738071598827894,-0.20563138561319194,-0.0016514023815750178,0.0,0.0,0.0,17.02827711147632,8.050410848702128,-0.11340348189611271
107,Geçiş ücretleri ,15.486588198590612,-0.02467269302984798,0.004498968213972887,0.005753936095698187,-0.00012494855441413932,0.0,0.0,0.0,0.0,0.0,0.0,22.676874481282972,-3.3306690738754696e-14,-2.7755575615628914e-14
108,Metro ve tramvay ile yolcu taşımacılığı ,13.594988163724642,7.513004164916626,0.0,0.0,0.0,1.2629688075656675,0.4157389492716712,10.272772243508243,4.867807585786577,-0.06676457695951044,0.2974795235731742,5.3726048324685305,9.150263002747948,10.949476751602528
109,Tren ile yolcu taşımacılığı ,,,,,,,,,,,,,10.294628374888548,-0.024931518319953883
110,Otobüs ile yolcu taşımacılığı ,10.983776221057951,3.7531985505854903,2.6053411423460737,-0.003361643548982496,12.453400464431773,0.9767431812386373,0.6698911472309277,-0.28061278347922824,-2.2516560798202745,1.7065629522091452,-1.4116666040774772,1.8127618728023043,4.8945074133309285,7.364028845380677
111,Okul servisleri,,,,,,,,,,,,,8.330669968775318,15.379830745087474
112,Taksi ve sürücüsü ile birlikte kiralanmış taşıtlarla yolcu taşımacılığı ,,,,,,,,,,,,,8.333333333333325,15.384615384615387
113,Hava yolu ile yurt içi yolcu taşımacılığı ,-9.488399762046395,-18.131777850805086,42.09734069242344,5.120900904412884,12.361399137764973,14.990595020321361,-2.8721410617940646,-6.681926943415473,-2.8659194806808452,14.151118129732666,-30.519597528993025,51.6582160385187,-9.328286599892577,-43.04366604308761
114,Deniz ve iç sularda yolcu taşımacılığı ,2.7027027027026973,0.0,0.2517162471395773,-0.006030806795165322,0.045908411017991924,2.130549468391596,0.09128125447650515,10.26277725383611,15.61712004478868,0.00047626149868307266,-0.006230629875814131,1.1596311308082585,6.054105612256633,12.958925359916284
115,Kurye ve paket/koli dağıtım hizmetleri ,12.422569139347894,-0.02467269302983688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.100000305348246,-2.220446049250313e-14,8.55046624502248
116,Mobil telefon ve ekipmanları ,-0.2799921480775347,0.22510084362681315,1.152764744585033,-0.9008228532246254,-0.715209213042789,0.47224493171822424,0.9626923075097826,1.3350012687184165,0.30265034701768556,-1.2793451401598488,0.5297496894075326,0.7965187672330787,-0.15502446662372105,0.47760543893916596
117,Diğer bilgi ve iletişim ekipmanları ,,,,,,,,,,,,,0.580622880031556,0.020705573194862437
118,Bilgi ve iletişim ekipmanlarının onarımı ve kiralanması ,-3.2771888362980506,1.5871275781396132,3.067735831357843,5.919022779795968,0.3614520368307783,1.4716219483656756,0.9424156942759776,16.323363193647822,-1.7535582665005656,4.7355392858200895,3.5007610350075824,5.882352941176494,4.440892098500626e-14,3.3306690738754696e-14
119,Mobil iletişim hizmetleri ,-1.705621676837299,-2.850123662762538,-4.455814064340946,0.003719499117815772,0.0,-0.016441547201873075,1.7647202591978495,2.2230959140656648,-0.02270922151583754,2.3601302626193865,5.400145474814844,5.502482800850594,5.6445831785397305,3.8597889537526853
120,İnternet erişim hizmetleri ,-0.00822355468580449,-0.024672693029859083,0.006485640263154124,0.012112305769185205,0.17969093023759708,0.878733618384886,3.824933240685602,1.3968880491512792,-0.17986260943130272,1.9110341744835724,0.08412901567915743,4.842911272668604,4.2091092047249035,4.5503787538835105
121,"Ses ve görüntü alma, kaydetme ve çoğaltma ekipmanları ",0.13327160506746427,-0.1813159143921217,1.4652734268438383,4.537528477975461,0.652296059600288,0.10041621301761783,0.2615931183675535,-0.4107551721766134,0.6970976064424761,-0.8181579389279547,1.379488418357111,2.2991696269238027,0.27592996656933266,0.764820910682873
122,"Bilgisayarlar, diz üstü bilsayarlar ve tablet bilgisayarlar ",0.1632281993085627,0.02317320732481143,-0.3024658586507245,-2.220339797808557,-0.28248952003371297,1.635759671511794,1.539309173927772,1.1610206905428688,2.1374383930970797,3.7038787049525457,6.679398125822988,4.300980401263721,1.6020572338389716,2.094034368825548
123,Bilgisayar çevre birimleri ve sarf malzemeleri,1.697303061077493,1.390999386244407,1.1206556028064307,0.4539218770301945,0.10490233569508955,1.3495820974721129,1.464640383031468,0.6350944989851781,1.235550577186162,-0.5746057345562328,1.7262947772445747,1.730653179956576,1.0402219739220397,0.9580247584070722
124,Spor ekipmanları ,13.596915624802119,4.8601542855367885,1.010960870093136,1.8022011138802307,1.0360508411384473,1.6112754297511467,2.098353560580546,0.3428531289401793,1.8767847642631175,-0.7051966215280703,0.7497700091106951,1.3919522943645068,1.1495633227220026,1.8408239068953725
125,"Diğer oyunlar, oyuncaklar ve hobiler ",4.229498650483654,2.2344405017087343,0.6624887456524009,1.43705155578433,0.36975596101500585,2.1345272490884915,0.24713029166474332,1.0717685963223644,0.5527505749598483,-0.1381346133142114,2.6798628548375003,3.066234580050131,1.5542629125113505,1.2543552374353006
126,Ev hayvanları ve diğer evcil hayvanlar için ürünler ,1.5264987092097115,-0.7441508841848354,-0.1520301326361162,0.40505146682179305,0.43988310114499996,1.2407559827625425,1.1618585444908014,1.5438671946303328,0.8969222805542021,-0.26357167606988474,0.2946197884214907,2.585517895767242,2.6172447547010202,0.6424018277612964
127,Veterinerlik ve ev hayvanları için diğer hizmetler ,6.6026026028953355,-0.024672693029881287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.07441381093523,-2.220446049250313e-14,-1.1102230246251565e-14
128,Spor faaliyetlerine katılım ,,,,,,,,,,,,,2.3882531581612687,0.8547266238755014
129,Eğlence ve dinlence hizmetleri ,,,,,,,,,,,,,0.0,0.0
130,"Görsel-işitsel içeriklerin aboneliği, kiralanması ve çevrim içi yayın hizmetleri ",,,,,,,,,,,,,6.434636402142169,0.34190785131003043
131,Şans oyunları ,,,,,,,,,,,,,4.172098516394729,0.0
132,Diğer kitaplar ,3.492184631681594,2.931529759032614,0.7497837666868179,0.967044114247595,-0.7590057893838487,0.7587240788719418,0.9562458793115347,3.293162904226632,1.0074325168414333,-0.5514398508628671,2.5721454007646694,2.933293871733089,3.72266926042073,2.4927737265687977
133,Eğitsel kitaplar ve ders kitapları ,4.061683053795995,2.5350342081382315,3.2580293362689305,-0.6118195675531957,-0.2724381731164738,1.4500688553364727,1.245036039055436,2.0776401048373527,1.1332997028000724,-0.6543221090226092,2.648909011214884,2.327283284002535,1.2270713056116156,1.0807209208489321
134,Kırtasiye ve çizim malzemeleri ,14.552256295327904,5.092928901525751,0.26213217275619094,0.2659857961017975,-0.14069516100949642,1.4445112053809162,1.4025116979926366,1.017853447105277,0.9847357053792027,-1.0101803216738814,2.4059509779570387,2.3583781019232752,1.9244031730718092,1.9399990946148526
135,Paket turlar ve tatiller ,,,,,,,,,,,,,-0.01709086634574808,-0.04046333143034597
136,İlkokul eğitimi (temel eğitim),-0.44488359225824947,-0.6386982627419879,0.057473855394851725,0.056318624870210776,0.0,-0.0018724343011422562,0.0,16.93083333333336,1.1708918484973463,2.220446049250313e-14,0.0,15.234458729204281,4.074074074073986,7.7918999999999405
137,Ortaöğretim eğitimi (ortaokul ve lise) ,8.5344676195517,17.751953177533043,0.0,0.0,0.0,10.276744844413944,0.0,0.0,0.0,0.0,0.0,5.2631578947368585,11.65357486633547,3.841899999999976
138,Yükseköğretim eğitimi ,11.984843733852891,2.0478145834066597,0.0,0.0,0.3777159137296815,-7.060640960787623e-09,-7.766708387535459e-08,73.44599999999998,0.0,0.0,0.0,-6.661338147750939e-14,-2.220446049250313e-14,-2.220446049250313e-14
139,"Lokantalar, kafeler ve benzerleri, tam sunum hizmeti verenler ",2.192363131634112,-1.2197634230925236,3.645136676374894,2.9981633781603456,2.543358221865466,0.9716052164594702,4.218829598515672,2.398819235060934,1.7664576674680799,1.7140871265073576,1.5221129983140846,4.711661849430948,2.952217270507118,1.5345391257625351
140,"Lokantalar, kafeler ve benzerleri, sınırlı sunum hizmeti verenler ",1.1863092441338319,1.5316485522347545,1.414309996994545,0.6047491484979295,1.93016387266709,2.1566878029896097,2.127827199554422,3.498801755774883,2.2626786177206926,0.8815198521069822,1.5116123827417782,5.079558176649357,2.9116472553439188,0.841792578787548
141,"Otel, motel, pansiyon ve benzeri yerlerdeki konaklama hizmetleri ",26.961116466686597,21.122072948792002,14.402989633435004,23.884179319904764,12.88078013650129,10.006323317278532,5.425368365200622,-5.401288802692116,-5.76278275605564,-6.482317470858567,-3.048487791787724,5.884193703953344,-0.3508117873144534,2.265217614166848
142,"Yatılı okullar, üniversiteler ve diğer eğitim kurumlarındaki konaklama hizmetleri ",,,,,,,,,,,,,0.0,0.0
143,Kuaförlük hizmetleri ,1.8105871086776304,11.775105192994761,4.375606042255864,2.3066945617956414,5.188045452531731,0.6803380405280279,2.1747737795503097,8.849085197699935,1.779260063376209,0.06192545614085443,0.04299415879507329,18.024228891765294,11.580712334636445,9.742355347314447
144,Kişisel bakım hizmetleri ,,,,,,,,,,,,,3.3603912134311464,2.537784731099346
145,"Kişisel bakıma yönelik diğer aletler, malzemeler ve ürünler ",5.813836104126335,3.102905506090159,0.7906105880627123,0.20499286181994147,0.5431082537662002,0.8131710853090279,1.2329132526867514,0.6469523704536462,0.9876483069900521,-0.21836442110508836,2.215273830686937,2.350457895816449,1.058549818147081,2.083076825618635
146,Mücevherat ve kol saatleri ,7.544532040460705,5.37577144087773,10.643287310429006,5.259767606702126,1.9398957194062039,1.710017279091236,1.8288373266604374,6.158871945105071,14.090861599038318,1.3896421954985083,1.7696531439054919,6.228521288034616,10.692485332694357,3.7922522011974547
147,"Başka yerde sınıflandırılmamış seyahat eşyaları, bebekler için malzemeler ve diğer kişisel eşyalar ",6.194605305581491,4.943151516455346,1.3966262277740782,0.6134242097384002,0.3573768651642828,1.3012819783954965,1.140966427742085,1.1814236195407002,3.7953994902154564,-1.1728068498657485,2.6216245983806674,2.067376908135099,0.24588457322911594,0.5015156257817677
148,Konut sigortası ,,,,,,,,,,,,,7.638888888888906,28.602150537634444
149,Sağlık sigortası ,,,,,,,,,,,,,3.704491493775941,0.4394559244021434
150,Özel taşımacılık sigortası ,,,,,,,,,,,,,10.32608695652173,9.451970443349765
151,Havale ücretleri ,-0.008223554685815593,-0.02467269302989239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0329050426000288,30.89999999999995,0.0
152,Başka yerde sınıflandırılmamış diğer hizmetler ,,,,,,,,,,,,,0.0,-5.551115123125783e-15
