,Grup,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31
0,Küçük araçlar ve çeşitli aksesuarlar,4.669922126051751,2.9131761052989313,0.5952930835714021,2.346973347088066,1.274732034462045,1.3775756977300713,1.2297970711350192,0.44171515537250183,1.4414978339553075,0.4492528882291458,3.1342275809485676
1,Elektrikli ve elektriksiz büyük ev aletleri,1.274511336780626,1.6731736307300737,0.6777162546984128,1.3331602327836034,0.4251037986324313,1.6377649966582641,1.3928235038564107,0.5454966432067332,0.7040148951908742,-0.2771380687276892,1.528740409675855
2,Meyveler,5.837437395796119,10.444358132159937,7.606055489778241,11.212125188677069,-0.39571874356221226,-4.596028848594946,3.083634159004922,-2.1525918460601257,-1.3464767086951768,7.301203713723514,-5.123257598545261
3,Kişisel ulaştırma araçları ile ilgili diğer hizmetler,4.252574461553271,4.2383666202959525,6.134371541798211,0.9103073290503527,8.425698362504818,0.7726497909611219,4.433106559181699,-6.355069951112869,-2.7125454199467547,-1.0204117442368932,-0.9142628768760042
4,Kişisel ulaştırma araçlarının bakım ve onarımı,16.007164219828283,14.545601798907981,-17.5348888055893,-3.7993739986695862,17.70681746082483,-13.807275484802517,8.630325386451076,4.820983115791244,28.635524610341044,0.5506844576820935,0.0
5,Ayakkabı ve diğer ayak giyecekleri,4.649329185875373,6.942747190959908,2.3221270424745866,-0.1783280668131937,-0.20990496457661267,-0.20306125921887297,-4.584797543976526,2.12014308182058,8.335671794739685,-0.7694902474753351,-0.4875006412510263
6,Ayakkabı onarımı ve kiralanması,12.140511062219716,3.8481018063225347,-2.1601170463195207,0.8515115915666005,-2.189667410626306,-1.1635462559528853,6.914056621129472,-0.24316718333797782,6.27679692891292,3.6357458496950157,0.0
7,"Maden suyu, alkolsüz içecekler, meyve ve sebze suları",5.437341102419935,2.217492313483138,0.9485282671188866,2.7774891321051376,2.5049832701070196,2.67387447099221,3.796700650235163,4.385548955159702,2.3118197632922444,2.0319666271299885,1.0988591931814229
8,Yiyecek ve içecek hizmetleri,1.9719906980582902,-0.6217202943150091,3.1497404720904454,2.475603797901127,2.411922296801139,1.2244283228848518,3.7686309900200943,2.6319037416467905,1.8724942336624917,1.5354958998514245,1.5198750540529327
9,Katı ve sıvı yağlar,5.228164638623789,1.3167492630135058,1.8988272700845243,2.3405591649090063,0.5954575889969949,1.9780788713050113,2.7294071177270007,6.887837729652713,3.7520335755189205,2.7268629086081964,0.12040486322686395
10,"Kişisel bakımda kullanılan diğer aletler, ürünler ve eşyalar",5.774023688333418,3.1058012671330903,0.7679652494774869,0.15484724132552863,0.554316929400489,0.8658390882879008,1.2194813694540008,0.6173704032752969,0.9724972168356771,-0.20453181825299538,2.224914636609854
11,Konutun bakım ve onarımı için malzemeler,8.269612079465794,7.731925179695076,3.2905064392104055,5.515020134435167,2.0768743466168083,1.473041878349668,1.1498802393937302,0.7455885699770626,1.1292371382354505,-0.29013683377234756,1.8937150145126092
12,Başka yerde sınıflandırılamayan diğer gıda ürünleri,2.9653346323659013,1.8163721925972265,3.1937132148814884,0.41294858478790886,-0.1841554707484261,3.08198852289141,2.302052732501947,1.9997946977725167,5.5133072173208175,1.209806729643259,0.48104278070297823
13,Ekmek ve tahıllar,7.656458481229489,1.165333714876815,1.7091878611117384,0.7384765783312153,1.6713247695888223,3.1290331057033605,2.352140535939684,2.8155935245260277,5.3511822665692765,2.236491041483557,1.0039534596186117
14,"Şeker, reçel, bal, çikolata ve şekerlemeler",4.6631971145982165,2.769567201199119,1.9688653629404973,1.4278119567794567,0.0857097873918855,-0.03310929291142628,1.8764858935030881,1.004134042387017,4.064415893373363,0.9139853115481378,0.4182853396203612
15,Balık,5.433524373086218,-6.179152505731144,6.264088686440594,4.084968720600735,2.529603888888099,2.2163994408625376,1.6954635418634734,18.61989167898144,5.058319167713576,-4.493528231418475,7.762250650581004
16,Başka yerde sınıflandırılmayan diğer mali hizmetler,-0.008223554685815593,-0.024672693029870185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Ev içi tekstil,34.358901032848955,11.034082867985795,-0.24218327270766338,7.870605882532233,1.0092110623309392,0.26665869128268405,1.2472618119506063,0.9386286320473891,1.5181159054635573,0.01824983315605877,0.9656622193403575
18,Diğer kişisel aksesuarlar,6.194605305581491,4.943151516455413,1.3966262277741004,0.6134242097384002,0.3573768651642606,1.3012819783954743,1.140966427742085,1.1814236195407446,3.795399490215434,-1.172806849865704,2.621624598380623
19,Giysiler,4.488305988468011,6.606982634778302,0.7981338645326463,-0.005220437300978986,0.6614492701370711,0.799463794113886,-3.682233397289625,1.1357665147261553,13.748079520249457,-1.0214610420018921,0.7239778723248325
20,Karayolu ile yolcu taşımacılığı,10.983776221057951,3.7531985505855125,2.6053411423460293,-0.0033616435489713936,12.453400464431684,0.9767431812386151,0.6698911472309721,-0.28061278347920604,-2.2516560798202523,1.7065629522091452,-1.4116666040774772
21,Kişisel ulaştırma araçlarının yakıt ve yağları,2.6682617161071676,-1.4621984524609388,0.2780342419597126,-0.6109633209734566,3.2280134958853957,6.262173635546797,0.6227933352281667,2.2346513057337924,0.2549076476036749,4.240565715669065,-2.351196624049867
22,Sebze,-6.317109258141906,13.48082211143442,-6.253532450051324,-14.430069035375459,-5.82825625857073,2.3391124693736165,0.8027695574614135,5.655832057114907,11.817018823668324,-2.096001850194684,0.13010385212701703
23,"Süt, peynir ve yumurta",7.587596234435745,2.4324337091159,2.690603952188231,-1.8169824312184835,-1.4495921482241991,-0.061345507727827986,2.7847360990777004,4.693173341007251,4.837632276555537,1.2383339628259549,1.611535199968106
24,Veri işlem ekipmanı,0.6719989040200991,0.48142819289000993,0.17863026726647746,-1.307785784598492,-0.14793782621432827,1.5361107532173124,1.5133567726326014,0.9783138699846594,1.8251874026895765,2.231162408233889,5.02126059822372
25,Bira,0.0,0.0,0.0,0.0,0.0,7.323162007542527,1.7956495696485941,0.0,0.0,0.0,0.0
26,Bisikletler,9.112282163467134,4.882088747107671,-3.4157703766076186,5.9776714101108075,1.0412954169904953,1.1137568146501353,2.79237356114439,1.8669240003068799,0.7189642403994556,1.953605345990872,2.8965715517966117
27,"Kahve, çay ve kakao",1.2006706357848618,1.0758931112822,1.7548972473750757,1.1399936210008343,0.9952352270567122,2.50806842785789,5.347583711691395,3.68284336704483,5.401697155984353,2.9596838939393244,2.5412308285725382
28,Dayanıksız ev malzemeleri,5.946573380527043,2.800392522073336,1.4238151901453167,1.860064912401227,-0.043900097404325766,0.6517820367869076,1.5947678463577253,0.9555973279473662,1.7963575125882647,-0.2992942881352656,0.7445780594447005
29,"Züccaciye, yemek takımı ve hanehalkı aletleri",4.695566957667441,3.6523109599015724,0.7963199491119344,0.5801060038283179,0.020570057320967727,0.3862717055031384,1.4744976275223864,1.064813313683044,0.5399269036738596,-1.0503266503822717,2.1137621978290166
30,Telefon ve telefaks hizmetleri,-1.3700262441556865,-2.283785971373309,-3.5407054805593696,0.005503952456376027,0.03820787040749174,0.17416968325798532,2.206490492231672,2.043127272182299,-0.056724351040771115,2.2630452397831125,4.254891601125155
31,Et,3.01255967760119,5.404400936093889,4.350712538722212,0.6767805461469933,1.3863865324500901,0.31626578846801756,0.9488850613510458,0.9439579753371952,1.4181240229672376,0.014727970951500247,7.723727733161345
32,Kitaplar,3.7466033251692066,2.75386071306285,1.8713311797863286,0.2514544318011458,-0.5403773302644077,1.0702015019131483,1.0868459742648495,2.742604617227995,1.0640737587884308,-0.5977694038492021,2.6066936355385817
33,Gaz,0.9844950813439723,0.08216292877278875,0.32021740834935475,0.0,0.0,18.943762139099807,1.025040714892822,0.17372837542364294,0.8041123376527848,0.07251799545631155,0.7400172499705926
34,Elektrik,10.70000000000002,0.0,20.83333333333335,3.44827586206895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Elektrikli küçük ev aletleri,6.3449038036183625,2.7065818999276514,0.8856558973172612,1.729428850588044,0.6137543197533013,0.600332121258873,2.236120818415932,1.7893402342059606,1.2908699452928607,-0.14775810653819832,0.5844533918402339
36,Kişisel bakımda kullanılan elektrikli aletler,7.430801438078838,2.9871090924155075,1.6972016657612832,2.194195918783004,0.1073494683467624,-1.2435408070161302,1.7686384960765134,1.8204504882292527,1.58158092624201,-0.7573601615826431,1.8375213914934685
37,Kuaförler ve kişisel bakım merkezleri,1.8105871086776304,11.775105192994673,4.375606042256086,2.3066945617955747,5.188045452531664,0.6803380405280057,2.1747737795502875,8.84908519769998,1.7792600633762312,0.061925456140876634,0.042994158795051085
38,Evcil hayvanlar ve bununla ilgili diğer ürünler,1.5264987092097115,-0.7441508841848354,-0.1520301326361273,0.40505146682177084,0.43988310114499996,1.2407559827625647,1.1618585444908236,1.5438671946303328,0.8969222805541799,-0.26357167606986254,0.29461978842151293
39,Diğer giysi çeşitleri ve giysi aksesuarları,4.104128372766613,3.8273327309414906,1.3817464729876994,0.5138838426925751,0.8128225770818176,1.27131763504158,-1.034478118205051,1.8483770966437607,0.013675944794533379,-2.2020726783656963,3.8172444117927196
40,Mobilya ve mefruşat,3.383283053626096,2.1036645559370903,0.06787219404540412,0.11696634404048112,1.2809456870900071,0.8452893406148965,1.413109558196446,1.7214632891758619,0.2685308881765325,0.29167300674439733,1.3591577703410573
41,Ev işi ve hanehalkı hizmetleri,5.876645845648709,5.639023906774154,3.979790981529896,-1.7525048079176542,-1.6903071914339596,6.673734405381682,0.9021188792778467,-1.639726269055819,6.1958476770744175,2.50424508436915,1.7095430520099653
42,Halı ve diğer yer döşemeleri,16.198388384085717,10.96026028564756,1.8574673207987002,7.223317407620811,1.672327742815094,-1.6792874498605448,-1.4379927237074597,2.0230332141410123,-0.07715229605537166,-5.269345780466583,0.764855004716658
43,Kırtasiye ve çizim malzemeleri,14.552256295327904,5.092928901525751,0.26213217275621314,0.2659857961017975,-0.14069516100948531,1.444511205380894,1.4025116979926366,1.017853447105277,0.9847357053792027,-1.0101803216738814,2.405950977957061
44,Diğer satınalınan ulaştırma hizmetleri,12.422569139347894,-0.024672693029859083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Kiracı tarafından ödenen gerçek kira,4.220782643345111,3.6610983570642297,4.30434925297547,3.5997193681023054,4.590043389570964,5.2686019609664125,3.5081328623481456,4.801648422266114,3.1456211443673165,3.236752146385524,2.2274281772864724
46,"Kuru temizleme, giysi onarımı, dikişi ve kiralanması",2.7058428124418388,-4.670403173409355,-6.099112580776045,-0.7558757003553906,-7.865231485051627,-1.0035711336639164,12.680321330123135,10.42654515976318,24.592668249730785,-1.5813669498089156,0.35291110625084166
47,Katı yakıtlar,4.740110964978195,2.1427404781692028,1.4199325070766378,5.483017072020369,1.8005764570917737,1.6046193774717166,1.9170379804489768,1.7385699900246632,4.426661102444873,1.4739474811071407,2.3566848876073854
