,Grup,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31
48,Demiryolu ile yolcu taşımacılığı,13.594988163724619,7.51300416491667,0.0,0.0,0.0,1.2629688075656675,0.4157389492716712,10.272772243508266,4.867807585786554,-0.06676457695954374,0.2974795235731964
49,Motosikletler,5.836068231380365,1.5004771676269124,1.4280100712139143,1.6369011343748907,-0.036534784815256405,-0.9722421740778864,0.015237440859650064,0.8065827539189607,-0.9293387727375313,1.7387346405694393,3.475938767330322
50,"Mücevherler, saat ve kol saatleri",7.544532040460683,5.37577144087773,10.643287310429006,5.259767606702148,1.9398957194061817,1.710017279091236,1.8288373266604374,6.158871945105071,14.090861599038318,1.3896421954985305,1.7696531439054919
51,Müzik enstrümanları ve kapalı yerlerde kullanılan temel eğlence araçları,3.7151123919836326,2.153328546428579,0.8524390056574127,1.6281593557560647,1.4092855099440138,2.78222967711792,2.1812047745902285,1.5683558825125399,1.7288493765982071,-1.2807326053680512,1.3436286300687161
52,Konaklama hizmetleri,26.961116466686597,21.122072948792002,14.402989633435004,23.884179319904764,12.880780136501313,10.006323317278486,5.425368365200622,-5.401288802691995,-5.762782756055751,-6.482317470858789,-3.048487791787724
53,Motorlu araçlar,0.778971841057019,0.6893395517314493,4.737323284447581,4.2323154482242,1.1358785058409815,2.4654336829997847,3.4924946415216374,1.5079595821458902,2.740703310338044,0.5424629893306276,0.2942193968213047
54,"Oyunlar, oyuncaklar ve hobiler",4.229498650483654,2.2344405017087565,0.6624887456524009,1.43705155578433,0.36975596101502806,2.1345272490885137,0.2471302916647211,1.0717685963223422,0.5527505749598705,-0.1381346133142003,2.6798628548375003
55,İçkiler,-3.3306690738754696e-14,0.0,0.0,0.0,0.0,10.722746050334875,4.82759180189174,0.0,0.0,0.0,0.0
56,Tütün,0.0,10.850000000000005,0.0,0.0,0.0,4.929611998452255,6.905528053732923,0.37965628889768954,1.964620634700176,3.7195778365712417,0.0
57,"Spor, kamp ve açık hava eğlence malzemeleri",20.8395324606133,6.562911039042296,1.1065542752195734,1.9068896959924864,0.8121589592671841,0.9046958162958196,2.047429068011253,-0.41138950298700294,1.9696423971594879,-0.34479125224765594,0.38138346670979484
58,Su (şebeke suyu),6.73514080022819,1.580272900688584,1.2309565096079833,5.287752396669698,4.587716563050037,1.2065902208431956,1.2035861217826849,1.4948607988558127,1.6916950156999455,1.6168243915236413,0.6985110261432004
59,Telefon ve telefaks ekipmanı,-0.46974704203596174,0.30889952336727866,1.2720846718753842,-0.46835056005004594,-0.6425525260054021,0.5403677138693164,0.9612973448930529,2.3659571835521476,0.14193235575463703,-0.8181067248295149,0.7703322670687296
60,"Ses alma, kayıt, ses ve resim kopyalama ile ilgili ekipman",0.13327160506746427,-0.1813159143921217,1.4652734268438383,4.537528477975505,0.6522960596002658,0.10041621301764003,0.2615931183675535,-0.4107551721766245,0.6970976064424761,-0.8181579389279436,1.379488418357111
61,Tıbbi hizmetler,-22.318873026743226,-1.2491911762628205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Havayolu ile yolcu taşımacılığı,-9.488399762046395,-18.131777850805097,42.09734069242346,5.120900904412906,12.36139913776495,14.990595020321361,-2.8721410617940424,-6.681926943415261,-2.8659194806806454,14.151118129731888,-30.51959752899326
63,Deniz ve yurtiçi su yolu ile yolcu taşımacılığı,2.7027027027026973,0.0,0.2517162471395995,-0.006030806795165322,0.045908411017991924,2.1305494683915738,0.09128125447650515,10.262777253836086,15.617120044788702,0.0004762614986608682,-0.006230629875814131
64,Evcil hayvanlarla ilgili veterinerlik ve diğer hizmetler,6.6026026028953355,-0.024672693029881287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Orta öğretim,8.5344676195517,17.751953177533064,0.0,0.0,0.0,10.27674484441392,0.0,0.0,0.0,0.0,0.0
66,Üniversite eğitimi,11.984843733852891,2.0478145834066597,0.0,0.0,0.3777159137296815,-7.060640960787623e-09,-7.766708387535459e-08,73.44599999999998,0.0,0.0,0.0
67,Okul öncesi eğitim ve ilköğretim,-0.4448835922582606,-0.6386982627419768,0.05747385539482952,0.056318624870210776,0.0,-0.0018724343011533584,0.0,16.93083333333334,1.1708918484973463,0.0,0.0
68,İlaçlar,0.02851051170169594,-0.11772724456284855,0.0,0.0,-0.0068812959753250524,0.02664850438500732,-0.023992531458250088,0.2407831113605985,0.13424478794212824,-0.015143444199605671,7.162993507829296
69,Şarap,1.7470104633781958,3.8687707840138863,0.0,0.0,0.022433749757877486,0.46102611228362456,1.4165158401675315,1.0666606331045436,0.30911044412544886,0.1541622022073197,-0.15590307521227142
